modelname,fips,weekahead,prob,score,trainingweek
theScienceDogs,42015.0,4,0.7749972775781335,-0.25489576243736833,202020
theScienceDogs,42013.0,1,0.24651912947613416,-1.4003156841447995,202020
theScienceDogs,42013.0,2,0.00036567003656701115,-7.913779170628394,202020
theScienceDogs,42013.0,3,0.8428444246605831,-0.17097288764323437,202020
theScienceDogs,42013.0,4,0.8609409290416972,-0.14972938429278895,202020
theScienceDogs,42011.0,1,0.017989807822189403,-4.017949913556498,202020
theScienceDogs,42011.0,2,0.008135372600065088,-4.811533737262283,202020
theScienceDogs,42011.0,3,0.007869760529604457,-4.8447276452744195,202020
theScienceDogs,42011.0,4,0.008314991440450012,-4.789695195748478,202020
theScienceDogs,42009.0,1,0.6889255232570273,-0.37262210777763105,202020
theScienceDogs,42009.0,2,0.26262987375712216,-1.3370095621324434,202020
theScienceDogs,42009.0,3,0.7615801595979805,-0.2723598467923431,202020
theScienceDogs,42009.0,4,0.7810712924132672,-0.24708884980883428,202020
theScienceDogs,42007.0,1,0.08233921957807289,-2.496907740726674,202020
theScienceDogs,42007.0,2,0.06222553826476229,-2.7769897804683894,202020
theScienceDogs,42007.0,3,0.061474872064033646,-2.7891267719876396,202020
theScienceDogs,42007.0,4,0.03515321200808835,-3.348039284869401,202020
theScienceDogs,42005.0,1,0.723521867952063,-0.3236245081399175,202020
theScienceDogs,42005.0,2,0.6222536714381829,-0.47440743748959563,202020
theScienceDogs,42005.0,3,0.5725609900380966,-0.557636016410324,202020
theScienceDogs,42005.0,4,0.5414598052320031,-0.6134864438612593,202020
theScienceDogs,42033.0,1,0.86306,-0.14727106540235996,202020
theScienceDogs,42033.0,2,0.02242,-3.7978018613381233,202020
theScienceDogs,42033.0,3,0.5757715154303086,-0.5520443715825856,202020
theScienceDogs,42033.0,4,0.49771963514162265,-0.6977183421344814,202020
theScienceDogs,42067.0,1,0.2206843347249955,-1.5110219481888212,202020
theScienceDogs,42067.0,2,0.2246246538069093,-1.4933244750842347,202020
theScienceDogs,42067.0,3,0.22365763024665183,-1.4976388327764543,202020
theScienceDogs,42067.0,4,0.22808038878201886,-1.4780571297929805,202020
theScienceDogs,42069.0,1,0.0342661679102238,-3.37359676988422,202020
theScienceDogs,42069.0,2,0.03037420701838915,-3.494161484052683,202020
theScienceDogs,42069.0,3,0.011954125285705615,-4.426678847983698,202020
theScienceDogs,42069.0,4,0.007459036439227195,-4.898329036751276,202020
theScienceDogs,42131.0,2,0.7731043797028748,-0.25734120755356193,202020
theScienceDogs,42131.0,3,0.7938515830806699,-0.23085875827950025,202020
theScienceDogs,42131.0,4,0.8002519843769687,-0.22282862043893334,202020
theScienceDogs,42129.0,1,0.08938100947410489,-2.414847041357293,202020
theScienceDogs,42129.0,2,0.0832602552859788,-2.4857839710900684,202020
theScienceDogs,42129.0,3,0.0753984822064494,-2.5849681340587747,202020
theScienceDogs,42129.0,4,0.07040793662545347,-2.6534492860153738,202020
theScienceDogs,42127.0,2,0.23929460037539832,-1.4300598485706169,202020
theScienceDogs,42127.0,3,0.16086350974930363,-1.827199039086376,202020
theScienceDogs,42127.0,4,0.16340332198588042,-1.811533766371949,202020
theScienceDogs,42125.0,1,0.40307973030107486,-0.9086208946654384,202020
theScienceDogs,42125.0,2,0.33789171147784164,-1.0850298150749047,202020
theScienceDogs,42125.0,3,0.23789483528559074,-1.4359265715112748,202020
theScienceDogs,42125.0,4,0.2876287933907573,-1.2460845420451463,202020
theScienceDogs,42123.0,1,,,202020
theScienceDogs,42123.0,2,,,202020
theScienceDogs,42123.0,3,,,202020
theScienceDogs,42123.0,4,,,202020
theScienceDogs,42121.0,1,,,202020
theScienceDogs,42121.0,2,,,202020
theScienceDogs,42121.0,3,,,202020
theScienceDogs,42121.0,4,,,202020
theScienceDogs,42119.0,1,0.21808000807143213,-1.5228932740225793,202020
theScienceDogs,42119.0,2,0.2864442830462752,-1.2502112362730375,202020
theScienceDogs,42119.0,3,0.303444319870675,-1.192557145377114,202020
theScienceDogs,42119.0,4,0.03173036975488162,-3.450481020291312,202020
theScienceDogs,42117.0,1,0.9781422440220723,-0.02210017573789163,202020
theScienceDogs,42117.0,2,0.9670195439739413,-0.03353657279829157,202020
theScienceDogs,42117.0,3,0.964056299426157,-0.036605584182561934,202020
theScienceDogs,42117.0,4,0.9632550431453226,-0.03743705993772231,202020
theScienceDogs,42115.0,1,0.4928648469260764,-0.7075202866900017,202020
theScienceDogs,42115.0,2,0.18996949705611121,-1.6608917615198078,202020
theScienceDogs,42115.0,3,0.20248504371836168,-1.597089253344123,202020
theScienceDogs,42115.0,4,0.055831304732698955,-2.8854205501908807,202020
theScienceDogs,42113.0,1,,,202020
theScienceDogs,42113.0,2,,,202020
theScienceDogs,42113.0,3,,,202020
theScienceDogs,42113.0,4,,,202020
theScienceDogs,42111.0,1,0.9059649556283073,-0.09875465400921733,202020
theScienceDogs,42111.0,2,0.14761209414189996,-1.9131674315417926,202020
theScienceDogs,42111.0,3,0.825510428100988,-0.19175338323537386,202020
theScienceDogs,42111.0,4,0.8160719853891042,-0.20325271052034696,202020
theScienceDogs,42109.0,1,0.967832541964823,-0.03269620050871269,202020
theScienceDogs,42109.0,2,0.10189072314636524,-2.2838543816969046,202020
theScienceDogs,42109.0,3,0.8431146446561874,-0.17065233419346687,202020
theScienceDogs,42109.0,4,0.0046019463008559495,-5.381275956090682,202020
theScienceDogs,42107.0,1,0.04297563712133359,-3.1471219024285038,202020
theScienceDogs,42107.0,2,0.07691682415818243,-2.5650306467090465,202020
theScienceDogs,42107.0,3,0.07407178090107941,-2.6027206437590156,202020
theScienceDogs,42107.0,4,0.05736625342336881,-2.8582990680025313,202020
theScienceDogs,42105.0,1,,,202020
theScienceDogs,42105.0,2,,,202020
theScienceDogs,42105.0,3,,,202020
theScienceDogs,42105.0,4,,,202020
theScienceDogs,42103.0,1,0.10451647848006337,-2.25841053120441,202020
theScienceDogs,42103.0,2,0.07052374088149213,-2.6518058757594134,202020
theScienceDogs,42103.0,3,0.04108547925608012,-3.19210052267785,202020
theScienceDogs,42103.0,4,0.04642354968930014,-3.0699484120956364,202020
theScienceDogs,42099.0,1,0.12680389914501985,-2.065113487096748,202020
theScienceDogs,42099.0,2,0.19199807440293126,-1.6502699361560476,202020
theScienceDogs,42099.0,3,0.006311064166886727,-5.065450968964329,202020
theScienceDogs,42099.0,4,0.007140981885009189,-4.941904993176652,202020
theScienceDogs,42071.0,1,0.027122310804855512,-3.6073986128711106,202020
theScienceDogs,42071.0,2,0.020887622149837116,-3.86859853709031,202020
theScienceDogs,42071.0,3,0.01608752954959096,-4.129710869257168,202020
theScienceDogs,42071.0,4,0.01653123522077476,-4.10250364394137,202020
theScienceDogs,42073.0,1,0.4396130472528835,-0.8218603770639827,202020
theScienceDogs,42073.0,2,0.3889433747999793,-0.9443215120263502,202020
theScienceDogs,42073.0,3,0.3559101439466903,-1.0330769846336483,202020
theScienceDogs,42073.0,4,0.3531270400835617,-1.0409273998703343,202020
theScienceDogs,42075.0,1,0.04053101267097762,-3.2056878529403243,202020
theScienceDogs,42075.0,2,0.017516285802915945,-4.0446242134990085,202020
theScienceDogs,42075.0,3,0.03106562057225032,-3.4716535190926847,202020
theScienceDogs,42075.0,4,0.031895699987112856,-3.4452840749194524,202020
theScienceDogs,42077.0,1,0.013618586460564347,-4.2963197677462475,202020
theScienceDogs,42077.0,2,0.012201254532461696,-4.4062165019999755,202020
theScienceDogs,42077.0,3,0.009539399412960019,-4.652324750120017,202020
theScienceDogs,42077.0,4,0.00980420763911179,-4.624943634520573,202020
theScienceDogs,42079.0,1,0.01495924642491092,-4.202425680370934,202020
theScienceDogs,42079.0,2,0.013157198072748457,-4.330786288159162,202020
theScienceDogs,42079.0,3,0.011977518280039302,-4.424723863009931,202020
theScienceDogs,42079.0,4,0.011168551129295375,-4.494653385209882,202020
theScienceDogs,42081.0,1,0.0,-inf,202020
theScienceDogs,42081.0,2,0.0,-inf,202020
theScienceDogs,42081.0,3,0.0,-inf,202020
theScienceDogs,42081.0,4,0.0,-inf,202020
theScienceDogs,42003.0,1,0.024049307122139877,-3.7276490927356134,202020
theScienceDogs,42003.0,2,0.025859402387973515,-3.6550810154192397,202020
theScienceDogs,42003.0,3,0.022806095638465577,-3.7807274261897903,202020
theScienceDogs,42003.0,4,0.018098872284636205,-4.011905647367608,202020
theScienceDogs,42083.0,1,,,202020
theScienceDogs,42083.0,2,,,202020
theScienceDogs,42083.0,3,,,202020
theScienceDogs,42083.0,4,,,202020
theScienceDogs,42087.0,1,0.01192,-4.429537617344933,202020
theScienceDogs,42087.0,2,0.0,-inf,202020
theScienceDogs,42087.0,3,6.000000000000001e-05,-9.721165995742174,202020
theScienceDogs,42087.0,4,2e-05,-10.819778284410283,202020
theScienceDogs,42089.0,1,0.03158539508375718,-3.4550604461215406,202020
theScienceDogs,42089.0,2,0.026482054039521436,-3.631287981453353,202020
theScienceDogs,42089.0,3,0.02171419425400808,-3.8297891191865143,202020
theScienceDogs,42089.0,4,0.0210779011792018,-3.859530124819849,202020
theScienceDogs,42093.0,1,0.5300143221869357,-0.6348512498068658,202020
theScienceDogs,42093.0,2,0.4742419350104207,-0.7460376760882697,202020
theScienceDogs,42093.0,3,0.4547200642146605,-0.7880732928553859,202020
theScienceDogs,42093.0,4,0.45829675153643545,-0.7802383755645435,202020
theScienceDogs,42095.0,1,0.01736794619422568,-4.053128944394266,202020
theScienceDogs,42095.0,2,0.014665764605748467,-4.222239439776957,202020
theScienceDogs,42095.0,3,0.014918904122088624,-4.205126137166282,202020
theScienceDogs,42095.0,4,0.00901322720355845,-4.709062091297937,202020
theScienceDogs,42097.0,1,0.25104333868378814,-1.3821296906762424,202020
theScienceDogs,42097.0,2,0.1314145242241114,-2.029398644610035,202020
theScienceDogs,42097.0,3,0.12280701754385957,-2.0971411187792373,202020
theScienceDogs,42097.0,4,0.19536791727202807,-1.6328707428642018,202020
theScienceDogs,42085.0,1,0.05634525695668667,-2.876257213171386,202020
theScienceDogs,42085.0,2,0.23103856162763184,-1.4651706489392302,202020
theScienceDogs,42085.0,3,0.30541764018691586,-1.186075126939325,202020
theScienceDogs,42085.0,4,0.30823726888993114,-1.1768854390398131,202020
theScienceDogs,42133.0,1,0.03218193091585495,-3.436350135617828,202020
theScienceDogs,42133.0,2,0.03227229877449504,-3.4335460398032502,202020
theScienceDogs,42133.0,3,0.04476919975811324,-3.106234881400668,202020
theScienceDogs,42133.0,4,0.02090980996613057,-3.8675368537641184,202020
theScienceDogs,42001.0,1,0.13094523780951245,-2.0329760751691697,202021
theScienceDogs,42001.0,2,0.17252217084059016,-1.7572295241574432,202021
theScienceDogs,42001.0,3,0.1579010735426909,-1.8457865588665732,202021
theScienceDogs,42001.0,4,0.15060629255126295,-1.8930861812803204,202021
theScienceDogs,42063.0,1,0.3102370745312742,-1.1704185172277355,202021
theScienceDogs,42063.0,2,0.2971035810756599,-1.2136744431508086,202021
theScienceDogs,42063.0,3,0.297203735508802,-1.213337397210786,202021
theScienceDogs,42063.0,4,0.30443386639567843,-1.1893014029555313,202021
theScienceDogs,42061.0,1,0.0,-inf,202021
theScienceDogs,42061.0,2,0.0,-inf,202021
theScienceDogs,42061.0,3,0.0,-inf,202021
theScienceDogs,42061.0,4,0.0,-inf,202021
theScienceDogs,42059.0,1,0.9151914626490898,-0.08862198679927226,202021
theScienceDogs,42059.0,2,0.8594580388950535,-0.15145327571741593,202021
theScienceDogs,42059.0,3,0.8391056055913856,-0.17541870964769163,202021
theScienceDogs,42059.0,4,0.8292922765712359,-0.18718262075870523,202021
theScienceDogs,42057.0,1,,,202021
theScienceDogs,42057.0,2,,,202021
theScienceDogs,42057.0,3,,,202021
theScienceDogs,42057.0,4,,,202021
theScienceDogs,42055.0,1,0.06439999999999999,-2.7426416458718292,202021
theScienceDogs,42055.0,2,0.00078,-7.156216638280637,202021
theScienceDogs,42055.0,3,0.00012,-9.028018815182229,202021
theScienceDogs,42055.0,4,0.0015999999999999994,-6.437751649736402,202021
theScienceDogs,42053.0,1,,,202021
theScienceDogs,42053.0,2,,,202021
theScienceDogs,42053.0,3,,,202021
theScienceDogs,42053.0,4,,,202021
theScienceDogs,42051.0,1,0.3811381606325427,-0.9645933432563408,202021
theScienceDogs,42051.0,2,0.38667089980686287,-0.9501813358333934,202021
theScienceDogs,42051.0,3,0.3479629629629629,-1.0556592331389005,202021
theScienceDogs,42051.0,4,0.3303442670232571,-1.1076199349076024,202021
theScienceDogs,42049.0,1,0.0,-inf,202021
theScienceDogs,42049.0,2,0.0,-inf,202021
theScienceDogs,42049.0,3,0.0,-inf,202021
theScienceDogs,42049.0,4,0.0,-inf,202021
theScienceDogs,42047.0,1,,,202021
theScienceDogs,42047.0,2,,,202021
theScienceDogs,42047.0,3,,,202021
theScienceDogs,42047.0,4,,,202021
theScienceDogs,42045.0,2,0.006652411499168445,-5.012775858595368,202021
theScienceDogs,42045.0,3,0.004226387357589108,-5.4664077034140455,202021
theScienceDogs,42045.0,4,0.006909031090639912,-4.974925869465354,202021
theScienceDogs,42043.0,1,0.050820000000000004,-2.979465301090119,202021
theScienceDogs,42043.0,2,0.023620472409448274,-3.7456414680129146,202021
theScienceDogs,42043.0,3,0.03322132885315415,-3.404563173996966,202021
theScienceDogs,42043.0,4,0.04352522302676322,-3.1344146692338737,202021
theScienceDogs,42041.0,1,0.052140000000000006,-2.953822870476781,202021
theScienceDogs,42041.0,2,0.014746488454920168,-4.216750295392543,202021
theScienceDogs,42041.0,3,0.015776285456550063,-4.149247386930204,202021
theScienceDogs,42041.0,4,0.042031840475999026,-3.169327841344998,202021
theScienceDogs,42039.0,1,0.9398466898954704,-0.06203851287554546,202021
theScienceDogs,42039.0,2,0.06934245660881178,-2.6686979109015523,202021
theScienceDogs,42039.0,3,0.9281339660119179,-0.07457919668819234,202021
theScienceDogs,42039.0,4,0.0719225069974206,-2.6321660312864172,202021
theScienceDogs,42037.0,1,0.12299894615346015,-2.0955794915044716,202021
theScienceDogs,42037.0,2,0.09094444300417394,-2.3975064753439836,202021
theScienceDogs,42037.0,3,0.09961416132227963,-2.3064509425478814,202021
theScienceDogs,42037.0,4,0.09430316954728209,-2.3612404785896293,202021
theScienceDogs,42065.0,1,,,202021
theScienceDogs,42065.0,2,,,202021
theScienceDogs,42065.0,3,,,202021
theScienceDogs,42065.0,4,,,202021
theScienceDogs,42035.0,1,0.25481183567940263,-1.3672299055018589,202021
theScienceDogs,42035.0,2,0.31320071369604,-1.1609110361450967,202021
theScienceDogs,42035.0,3,0.6266773162939296,-0.46732351788459175,202021
theScienceDogs,42035.0,4,0.616985778978311,-0.4829093039998923,202021
theScienceDogs,42031.0,1,0.9230017042438466,-0.08012419806295415,202021
theScienceDogs,42031.0,3,0.8877551020408163,-0.11905936001598821,202021
theScienceDogs,42031.0,4,0.8841902667033269,-0.12308300567667788,202021
theScienceDogs,42029.0,1,0.00770169437276201,-4.866314925918949,202021
theScienceDogs,42029.0,2,0.020415610745058276,-3.891455438172254,202021
theScienceDogs,42029.0,3,0.025603946920721325,-3.665008762789933,202021
theScienceDogs,42029.0,4,0.00609055389565617,-5.101016249728504,202021
theScienceDogs,42027.0,1,0.27613848831961485,-1.2868527698351278,202021
theScienceDogs,42027.0,2,0.23953064479380268,-1.4290739171064488,202021
theScienceDogs,42027.0,3,0.18430733410942957,-1.6911506206899451,202021
theScienceDogs,42027.0,4,0.23255813953488375,-1.4586150226995167,202021
theScienceDogs,42025.0,1,0.1990296519309493,-1.614301460679602,202021
theScienceDogs,42025.0,2,0.14385964912280705,-1.9389171135643426,202021
theScienceDogs,42025.0,3,0.15119431589772353,-1.8891894092123733,202021
theScienceDogs,42025.0,4,0.12901246223564958,-2.0478462728086666,202021
theScienceDogs,42023.0,1,,,202021
theScienceDogs,42023.0,2,,,202021
theScienceDogs,42023.0,3,,,202021
theScienceDogs,42023.0,4,,,202021
theScienceDogs,42021.0,1,0.00036,-7.929406526514119,202021
theScienceDogs,42021.0,2,0.005040100802016041,-5.290329196698857,202021
theScienceDogs,42021.0,3,0.012140728443706623,-4.411189491550712,202021
theScienceDogs,42021.0,4,0.019823568242283613,-3.920883733878351,202021
theScienceDogs,42019.0,1,0.21683170786460804,-1.5286337661226732,202021
theScienceDogs,42019.0,2,0.18029103906050548,-1.7131828501715454,202021
theScienceDogs,42019.0,3,0.15335111019947686,-1.8750251488036296,202021
theScienceDogs,42019.0,4,0.16249776437824168,-1.8170910349793414,202021
theScienceDogs,42017.0,1,0.037373384561648675,-3.2867964706362076,202021
theScienceDogs,42017.0,2,0.002138179874381932,-6.147800337840578,202021
theScienceDogs,42017.0,3,0.0025254248856733364,-5.981345958857087,202021
theScienceDogs,42017.0,4,0.0022263967160648435,-6.107370822751506,202021
theScienceDogs,42015.0,1,0.9025078177693298,-0.10257792646433117,202021
theScienceDogs,42015.0,2,0.838400841662283,-0.1762589615247814,202021
theScienceDogs,42015.0,3,0.8052987502140044,-0.2165419521326624,202021
theScienceDogs,42015.0,4,0.7884012877854842,-0.23774807028851294,202021
theScienceDogs,42013.0,1,0.0018878155564035033,-6.272334908613949,202021
theScienceDogs,42013.0,2,0.6732194849980383,-0.3956838732369978,202021
theScienceDogs,42013.0,3,0.7297860575900642,-0.31500385958806376,202021
theScienceDogs,42013.0,4,0.7632529596100278,-0.27016576973296746,202021
theScienceDogs,42011.0,1,0.00833440184639057,-4.78736352943486,202021
theScienceDogs,42011.0,2,0.007219296755563095,-4.930997733097891,202021
theScienceDogs,42011.0,3,0.009412332569084102,-4.665734474159452,202021
theScienceDogs,42011.0,4,0.0068974088112844075,-4.976609472506161,202021
theScienceDogs,42009.0,1,0.14804057375217847,-1.9102688958152583,202021
theScienceDogs,42009.0,2,0.8248788828726132,-0.19251871206415586,202021
theScienceDogs,42009.0,3,0.8266327396098389,-0.1903947701279651,202021
theScienceDogs,42009.0,4,0.8295126839043941,-0.1869168784445611,202021
theScienceDogs,42007.0,1,0.09218825812712272,-2.3839225087299734,202021
theScienceDogs,42007.0,2,0.0766183467965033,-2.5689187165999012,202021
theScienceDogs,42007.0,3,0.04453055952138147,-3.111579594684091,202021
theScienceDogs,42007.0,4,0.047499712610644895,-3.0470316182620576,202021
theScienceDogs,42005.0,1,0.7359313077939234,-0.306618496410679,202021
theScienceDogs,42005.0,2,0.638692967647943,-0.4483314288902031,202021
theScienceDogs,42005.0,3,0.5885179862894298,-0.5301477898101346,202021
theScienceDogs,42005.0,4,0.5560727687265473,-0.5868561142908829,202021
theScienceDogs,42033.0,1,0.00016,-8.740336742730447,202021
theScienceDogs,42033.0,2,0.38162,-0.9633299298799414,202021
theScienceDogs,42033.0,3,0.27644,-1.2857614797589434,202021
theScienceDogs,42033.0,4,0.20534,-1.5830881371113183,202021
theScienceDogs,42067.0,1,0.41986469864698645,-0.8678227656835213,202021
theScienceDogs,42067.0,2,0.33602938998015,-1.0905566526652082,202021
theScienceDogs,42067.0,3,0.30380590741760627,-1.1913662439219397,202021
theScienceDogs,42067.0,4,0.2188530180743436,-1.5193549248333147,202021
theScienceDogs,42069.0,1,0.025400000000000006,-3.673006104957646,202021
theScienceDogs,42069.0,2,0.004484394706812678,-5.4071517520412815,202021
theScienceDogs,42069.0,3,0.00238845513116432,-6.037108510672095,202021
theScienceDogs,42069.0,4,0.002337060541956282,-6.058861317917457,202021
theScienceDogs,42131.0,1,0.9009014533635862,-0.10435940209085014,202021
theScienceDogs,42131.0,2,0.8572820398619307,-0.15398831317051814,202021
theScienceDogs,42131.0,3,0.8454108901489461,-0.16793250928000683,202021
theScienceDogs,42131.0,4,0.8378108647569725,-0.17696290235446757,202021
theScienceDogs,42129.0,1,0.13490771650067593,-2.00316431576853,202021
theScienceDogs,42129.0,2,0.10206216789185324,-2.282173162225117,202021
theScienceDogs,42129.0,3,0.0919194383453959,-2.3868427557149183,202021
theScienceDogs,42129.0,4,0.08086296444266879,-2.514999354018464,202021
theScienceDogs,42127.0,1,0.290295683407094,-1.2368552774830683,202021
theScienceDogs,42127.0,2,0.4268947596362061,-0.8512177606831022,202021
theScienceDogs,42127.0,3,0.3545925925925925,-1.036785775034012,202021
theScienceDogs,42127.0,4,0.3157109430635151,-1.1529282211633272,202021
theScienceDogs,42125.0,1,0.4071717372572413,-0.898520223676147,202021
theScienceDogs,42125.0,2,0.2656947063422711,-1.325407349853793,202021
theScienceDogs,42125.0,3,0.3145142484025932,-1.1567258989311762,202021
theScienceDogs,42125.0,4,0.2979132023327165,-1.2109531022431803,202021
theScienceDogs,42123.0,1,,,202021
theScienceDogs,42123.0,2,,,202021
theScienceDogs,42123.0,3,,,202021
theScienceDogs,42123.0,4,,,202021
theScienceDogs,42121.0,1,,,202021
theScienceDogs,42121.0,2,,,202021
theScienceDogs,42121.0,3,,,202021
theScienceDogs,42121.0,4,,,202021
theScienceDogs,42119.0,1,0.4866697263017357,-0.7201695660462525,202021
theScienceDogs,42119.0,2,0.4289039122243155,-0.8465223659706735,202021
theScienceDogs,42119.0,3,0.05834002984731945,-2.8414668029328287,202021
theScienceDogs,42119.0,4,0.05609710375855286,-2.8806710941934326,202021
theScienceDogs,42117.0,1,0.9816235614404157,-0.01854738277609706,202021
theScienceDogs,42117.0,2,0.9732541735245709,-0.027110004265913184,202021
theScienceDogs,42117.0,3,0.9727180674092291,-0.027660994786361342,202021
