FIPS,Province_State,date,deaths
42039,Pennsylvania,2020-03-10,0
42039,Pennsylvania,2020-03-11,0
42039,Pennsylvania,2020-03-12,0
42039,Pennsylvania,2020-03-13,0
42039,Pennsylvania,2020-03-14,0
42039,Pennsylvania,2020-03-15,0
42039,Pennsylvania,2020-03-16,0
42039,Pennsylvania,2020-03-17,0
42039,Pennsylvania,2020-03-18,0
42039,Pennsylvania,2020-03-19,0
42039,Pennsylvania,2020-03-20,0
42039,Pennsylvania,2020-03-21,0
42039,Pennsylvania,2020-03-22,0
42039,Pennsylvania,2020-03-23,0
42039,Pennsylvania,2020-03-24,0
42039,Pennsylvania,2020-03-25,0
42039,Pennsylvania,2020-03-26,0
42039,Pennsylvania,2020-03-27,0
42039,Pennsylvania,2020-03-28,0
42039,Pennsylvania,2020-03-29,0
42039,Pennsylvania,2020-03-30,0
42039,Pennsylvania,2020-03-31,0
42039,Pennsylvania,2020-04-01,0
42039,Pennsylvania,2020-04-02,0
42039,Pennsylvania,2020-04-03,0
42039,Pennsylvania,2020-04-04,0
42039,Pennsylvania,2020-04-05,0
42039,Pennsylvania,2020-04-06,0
42039,Pennsylvania,2020-04-07,0
42039,Pennsylvania,2020-04-08,0
42039,Pennsylvania,2020-04-09,0
42039,Pennsylvania,2020-04-10,0
42039,Pennsylvania,2020-04-11,0
42039,Pennsylvania,2020-04-12,0
42039,Pennsylvania,2020-04-13,0
42039,Pennsylvania,2020-04-14,0
42039,Pennsylvania,2020-04-15,0
42039,Pennsylvania,2020-04-16,0
42039,Pennsylvania,2020-04-17,0
42039,Pennsylvania,2020-04-18,0
42039,Pennsylvania,2020-04-19,0
42039,Pennsylvania,2020-04-20,0
42039,Pennsylvania,2020-04-21,0
42039,Pennsylvania,2020-04-22,0
42039,Pennsylvania,2020-04-23,0
42039,Pennsylvania,2020-04-24,0
42039,Pennsylvania,2020-04-25,0
42039,Pennsylvania,2020-04-26,0
42039,Pennsylvania,2020-04-27,0
42039,Pennsylvania,2020-04-28,0
42039,Pennsylvania,2020-04-29,0
42039,Pennsylvania,2020-04-30,0
42039,Pennsylvania,2020-05-01,0
42039,Pennsylvania,2020-05-02,0
42039,Pennsylvania,2020-05-03,0
42039,Pennsylvania,2020-05-04,0
42039,Pennsylvania,2020-05-05,0
42039,Pennsylvania,2020-05-06,0
42039,Pennsylvania,2020-05-07,0
42039,Pennsylvania,2020-05-08,0
42039,Pennsylvania,2020-05-09,0
42039,Pennsylvania,2020-05-10,0
42039,Pennsylvania,2020-05-11,0
42039,Pennsylvania,2020-05-12,0
42039,Pennsylvania,2020-05-13,0
42039,Pennsylvania,2020-05-14,0
42039,Pennsylvania,2020-05-15,0
42039,Pennsylvania,2020-05-16,0
42039,Pennsylvania,2020-05-17,0
42039,Pennsylvania,2020-05-18,0
42039,Pennsylvania,2020-05-19,0
42039,Pennsylvania,2020-05-20,0
42039,Pennsylvania,2020-05-21,0
42039,Pennsylvania,2020-05-22,0
42039,Pennsylvania,2020-05-23,0
42039,Pennsylvania,2020-05-24,0
42039,Pennsylvania,2020-05-25,0
42039,Pennsylvania,2020-05-26,0
42039,Pennsylvania,2020-05-27,0
42039,Pennsylvania,2020-05-28,0
42039,Pennsylvania,2020-05-29,0
42039,Pennsylvania,2020-05-30,0
42039,Pennsylvania,2020-05-31,0
42039,Pennsylvania,2020-06-01,0
42039,Pennsylvania,2020-06-02,0
42039,Pennsylvania,2020-06-03,0
42039,Pennsylvania,2020-06-04,0
42039,Pennsylvania,2020-06-05,0
42039,Pennsylvania,2020-06-06,0
42039,Pennsylvania,2020-06-07,0
42039,Pennsylvania,2020-06-08,0
42039,Pennsylvania,2020-06-09,0
42039,Pennsylvania,2020-06-10,0
42039,Pennsylvania,2020-06-11,0
42039,Pennsylvania,2020-06-12,0
42039,Pennsylvania,2020-06-13,0
42039,Pennsylvania,2020-06-14,0
42039,Pennsylvania,2020-06-15,0
42039,Pennsylvania,2020-06-16,0
42039,Pennsylvania,2020-06-17,0
42041,Pennsylvania,2020-01-22,0
42041,Pennsylvania,2020-01-23,0
42041,Pennsylvania,2020-01-24,0
42041,Pennsylvania,2020-01-25,0
42041,Pennsylvania,2020-01-26,0
42041,Pennsylvania,2020-01-27,0
42041,Pennsylvania,2020-01-28,0
42041,Pennsylvania,2020-01-29,0
42041,Pennsylvania,2020-01-30,0
42041,Pennsylvania,2020-01-31,0
42041,Pennsylvania,2020-02-01,0
42041,Pennsylvania,2020-02-02,0
42041,Pennsylvania,2020-02-03,0
42041,Pennsylvania,2020-02-04,0
42041,Pennsylvania,2020-02-05,0
42041,Pennsylvania,2020-02-06,0
42041,Pennsylvania,2020-02-07,0
42041,Pennsylvania,2020-02-08,0
42041,Pennsylvania,2020-02-09,0
42041,Pennsylvania,2020-02-10,0
42041,Pennsylvania,2020-02-11,0
42041,Pennsylvania,2020-02-12,0
42041,Pennsylvania,2020-02-13,0
42041,Pennsylvania,2020-02-14,0
42041,Pennsylvania,2020-02-15,0
42041,Pennsylvania,2020-02-16,0
42041,Pennsylvania,2020-02-17,0
42041,Pennsylvania,2020-02-18,0
42041,Pennsylvania,2020-02-19,0
42041,Pennsylvania,2020-02-20,0
42041,Pennsylvania,2020-02-21,0
42041,Pennsylvania,2020-02-22,0
42041,Pennsylvania,2020-02-23,0
42041,Pennsylvania,2020-02-24,0
42041,Pennsylvania,2020-02-25,0
42041,Pennsylvania,2020-02-26,0
42041,Pennsylvania,2020-02-27,0
42041,Pennsylvania,2020-02-28,0
42041,Pennsylvania,2020-02-29,0
42041,Pennsylvania,2020-03-01,0
42041,Pennsylvania,2020-03-02,0
42041,Pennsylvania,2020-03-03,0
42041,Pennsylvania,2020-03-04,0
42041,Pennsylvania,2020-03-05,0
42041,Pennsylvania,2020-03-06,0
42041,Pennsylvania,2020-03-07,0
42041,Pennsylvania,2020-03-08,0
42041,Pennsylvania,2020-03-09,0
42041,Pennsylvania,2020-03-10,0
42041,Pennsylvania,2020-03-11,0
42041,Pennsylvania,2020-03-12,0
42041,Pennsylvania,2020-03-13,0
42041,Pennsylvania,2020-03-14,0
42041,Pennsylvania,2020-03-15,0
42041,Pennsylvania,2020-03-16,0
42041,Pennsylvania,2020-03-17,0
42041,Pennsylvania,2020-03-18,0
42041,Pennsylvania,2020-03-19,0
42041,Pennsylvania,2020-03-20,0
42041,Pennsylvania,2020-03-21,0
42041,Pennsylvania,2020-03-22,0
42041,Pennsylvania,2020-03-23,0
42041,Pennsylvania,2020-03-24,0
42041,Pennsylvania,2020-03-25,0
42041,Pennsylvania,2020-03-26,0
42041,Pennsylvania,2020-03-27,0
42041,Pennsylvania,2020-03-28,1
42041,Pennsylvania,2020-03-29,1
42041,Pennsylvania,2020-03-30,1
42041,Pennsylvania,2020-03-31,1
42041,Pennsylvania,2020-04-01,1
42041,Pennsylvania,2020-04-02,1
42041,Pennsylvania,2020-04-03,2
42041,Pennsylvania,2020-04-04,2
42041,Pennsylvania,2020-04-05,2
42041,Pennsylvania,2020-04-06,2
42041,Pennsylvania,2020-04-07,2
42041,Pennsylvania,2020-04-08,2
42041,Pennsylvania,2020-04-09,2
42041,Pennsylvania,2020-04-10,2
42041,Pennsylvania,2020-04-11,3
42041,Pennsylvania,2020-04-12,3
42041,Pennsylvania,2020-04-13,3
42041,Pennsylvania,2020-04-14,4
42041,Pennsylvania,2020-04-15,4
42041,Pennsylvania,2020-04-16,4
42041,Pennsylvania,2020-04-17,4
42041,Pennsylvania,2020-04-18,4
42041,Pennsylvania,2020-04-19,4
42041,Pennsylvania,2020-04-20,4
42041,Pennsylvania,2020-04-21,6
42041,Pennsylvania,2020-04-22,6
42041,Pennsylvania,2020-04-23,7
42041,Pennsylvania,2020-04-24,8
42041,Pennsylvania,2020-04-25,8
42041,Pennsylvania,2020-04-26,8
42041,Pennsylvania,2020-04-27,9
42041,Pennsylvania,2020-04-28,10
42041,Pennsylvania,2020-04-29,15
42041,Pennsylvania,2020-04-30,16
42041,Pennsylvania,2020-05-01,17
42041,Pennsylvania,2020-05-02,17
42041,Pennsylvania,2020-05-03,18
42041,Pennsylvania,2020-05-04,18
42041,Pennsylvania,2020-05-05,25
42041,Pennsylvania,2020-05-06,26
42041,Pennsylvania,2020-05-07,31
42041,Pennsylvania,2020-05-08,31
42041,Pennsylvania,2020-05-09,33
42041,Pennsylvania,2020-05-10,33
42041,Pennsylvania,2020-05-11,33
42041,Pennsylvania,2020-05-12,33
42041,Pennsylvania,2020-05-13,35
42041,Pennsylvania,2020-05-14,37
42041,Pennsylvania,2020-05-15,41
42041,Pennsylvania,2020-05-16,48
42041,Pennsylvania,2020-05-17,48
42041,Pennsylvania,2020-05-18,41
42041,Pennsylvania,2020-05-19,42
42041,Pennsylvania,2020-05-20,43
42041,Pennsylvania,2020-05-21,43
42041,Pennsylvania,2020-05-22,43
42041,Pennsylvania,2020-05-23,46
42041,Pennsylvania,2020-05-24,46
42041,Pennsylvania,2020-05-25,46
42041,Pennsylvania,2020-05-26,46
42041,Pennsylvania,2020-05-27,47
42041,Pennsylvania,2020-05-28,47
42041,Pennsylvania,2020-05-29,48
42041,Pennsylvania,2020-05-30,50
42041,Pennsylvania,2020-05-31,50
42041,Pennsylvania,2020-06-01,52
42041,Pennsylvania,2020-06-02,52
42041,Pennsylvania,2020-06-03,53
42041,Pennsylvania,2020-06-04,54
42041,Pennsylvania,2020-06-05,56
42041,Pennsylvania,2020-06-06,57
42041,Pennsylvania,2020-06-07,57
42041,Pennsylvania,2020-06-08,57
42041,Pennsylvania,2020-06-09,58
42041,Pennsylvania,2020-06-10,58
42041,Pennsylvania,2020-06-11,58
42041,Pennsylvania,2020-06-12,58
42041,Pennsylvania,2020-06-13,59
42041,Pennsylvania,2020-06-14,59
42041,Pennsylvania,2020-06-15,60
42041,Pennsylvania,2020-06-16,61
42041,Pennsylvania,2020-06-17,61
42043,Pennsylvania,2020-01-22,0
42043,Pennsylvania,2020-01-23,0
42043,Pennsylvania,2020-01-24,0
42043,Pennsylvania,2020-01-25,0
42043,Pennsylvania,2020-01-26,0
42043,Pennsylvania,2020-01-27,0
42043,Pennsylvania,2020-01-28,0
42043,Pennsylvania,2020-01-29,0
42043,Pennsylvania,2020-01-30,0
42043,Pennsylvania,2020-01-31,0
42043,Pennsylvania,2020-02-01,0
42043,Pennsylvania,2020-02-02,0
42043,Pennsylvania,2020-02-03,0
42043,Pennsylvania,2020-02-04,0
42043,Pennsylvania,2020-02-05,0
42043,Pennsylvania,2020-02-06,0
42043,Pennsylvania,2020-02-07,0
42043,Pennsylvania,2020-02-08,0
42043,Pennsylvania,2020-02-09,0
42043,Pennsylvania,2020-02-10,0
42043,Pennsylvania,2020-02-11,0
42043,Pennsylvania,2020-02-12,0
42043,Pennsylvania,2020-02-13,0
42043,Pennsylvania,2020-02-14,0
42043,Pennsylvania,2020-02-15,0
42043,Pennsylvania,2020-02-16,0
42043,Pennsylvania,2020-02-17,0
42043,Pennsylvania,2020-02-18,0
42043,Pennsylvania,2020-02-19,0
42043,Pennsylvania,2020-02-20,0
42043,Pennsylvania,2020-02-21,0
42043,Pennsylvania,2020-02-22,0
42043,Pennsylvania,2020-02-23,0
42043,Pennsylvania,2020-02-24,0
42043,Pennsylvania,2020-02-25,0
42043,Pennsylvania,2020-02-26,0
42043,Pennsylvania,2020-02-27,0
42043,Pennsylvania,2020-02-28,0
42043,Pennsylvania,2020-02-29,0
42043,Pennsylvania,2020-03-01,0
42043,Pennsylvania,2020-03-02,0
42043,Pennsylvania,2020-03-03,0
42043,Pennsylvania,2020-03-04,0
42043,Pennsylvania,2020-03-05,0
42043,Pennsylvania,2020-03-06,0
42043,Pennsylvania,2020-03-07,0
42043,Pennsylvania,2020-03-08,0
42043,Pennsylvania,2020-03-09,0
42043,Pennsylvania,2020-03-10,0
42043,Pennsylvania,2020-03-11,0
42043,Pennsylvania,2020-03-12,0
42043,Pennsylvania,2020-03-13,0
42043,Pennsylvania,2020-03-14,0
42043,Pennsylvania,2020-03-15,0
42043,Pennsylvania,2020-03-16,0
42043,Pennsylvania,2020-03-17,0
42043,Pennsylvania,2020-03-18,0
42043,Pennsylvania,2020-03-19,0
42043,Pennsylvania,2020-03-20,0
42043,Pennsylvania,2020-03-21,0
42043,Pennsylvania,2020-03-22,0
42043,Pennsylvania,2020-03-23,0
42043,Pennsylvania,2020-03-24,0
42043,Pennsylvania,2020-03-25,0
42043,Pennsylvania,2020-03-26,0
42043,Pennsylvania,2020-03-27,0
42043,Pennsylvania,2020-03-28,0
42043,Pennsylvania,2020-03-29,0
42043,Pennsylvania,2020-03-30,0
42043,Pennsylvania,2020-03-31,1
42043,Pennsylvania,2020-04-01,1
42043,Pennsylvania,2020-04-02,1
42043,Pennsylvania,2020-04-03,1
42043,Pennsylvania,2020-04-04,1
42043,Pennsylvania,2020-04-05,1
42043,Pennsylvania,2020-04-06,1
42043,Pennsylvania,2020-04-07,1
42043,Pennsylvania,2020-04-08,2
42043,Pennsylvania,2020-04-09,2
42043,Pennsylvania,2020-04-10,2
42043,Pennsylvania,2020-04-11,3
42043,Pennsylvania,2020-04-12,4
42043,Pennsylvania,2020-04-13,4
42043,Pennsylvania,2020-04-14,5
42043,Pennsylvania,2020-04-15,5
42043,Pennsylvania,2020-04-16,7
42043,Pennsylvania,2020-04-17,7
42043,Pennsylvania,2020-04-18,9
42043,Pennsylvania,2020-04-19,9
42043,Pennsylvania,2020-04-20,9
42043,Pennsylvania,2020-04-21,11
42043,Pennsylvania,2020-04-22,13
42043,Pennsylvania,2020-04-23,16
42043,Pennsylvania,2020-04-24,19
42043,Pennsylvania,2020-04-25,18
42043,Pennsylvania,2020-04-26,18
42043,Pennsylvania,2020-04-27,21
42043,Pennsylvania,2020-04-28,20
42043,Pennsylvania,2020-04-29,21
42043,Pennsylvania,2020-04-30,25
42043,Pennsylvania,2020-05-01,25
42043,Pennsylvania,2020-05-02,25
42043,Pennsylvania,2020-05-03,28
42043,Pennsylvania,2020-05-04,28
42043,Pennsylvania,2020-05-05,29
42043,Pennsylvania,2020-05-06,29
42043,Pennsylvania,2020-05-07,33
42043,Pennsylvania,2020-05-08,37
42043,Pennsylvania,2020-05-09,36
42043,Pennsylvania,2020-05-10,36
42043,Pennsylvania,2020-05-11,36
42043,Pennsylvania,2020-05-12,38
42043,Pennsylvania,2020-05-13,39
42043,Pennsylvania,2020-05-14,40
42043,Pennsylvania,2020-05-15,41
42043,Pennsylvania,2020-05-16,39
42043,Pennsylvania,2020-05-17,39
42043,Pennsylvania,2020-05-18,50
42043,Pennsylvania,2020-05-19,50
42043,Pennsylvania,2020-05-20,51
42043,Pennsylvania,2020-05-21,52
42043,Pennsylvania,2020-05-22,57
42043,Pennsylvania,2020-05-23,62
42043,Pennsylvania,2020-05-24,63
42043,Pennsylvania,2020-05-25,63
42043,Pennsylvania,2020-05-26,63
42043,Pennsylvania,2020-05-27,66
42043,Pennsylvania,2020-05-28,71
42043,Pennsylvania,2020-05-29,72
42043,Pennsylvania,2020-05-30,73
42043,Pennsylvania,2020-05-31,73
42043,Pennsylvania,2020-06-01,74
42043,Pennsylvania,2020-06-02,77
42043,Pennsylvania,2020-06-03,85
42043,Pennsylvania,2020-06-04,87
42043,Pennsylvania,2020-06-05,88
42043,Pennsylvania,2020-06-06,90
42043,Pennsylvania,2020-06-07,91
42043,Pennsylvania,2020-06-08,91
42043,Pennsylvania,2020-06-09,96
42043,Pennsylvania,2020-06-10,101
42043,Pennsylvania,2020-06-11,104
42043,Pennsylvania,2020-06-12,107
42043,Pennsylvania,2020-06-13,107
42043,Pennsylvania,2020-06-14,107
42043,Pennsylvania,2020-06-15,107
42043,Pennsylvania,2020-06-16,108
42043,Pennsylvania,2020-06-17,111
42045,Pennsylvania,2020-01-22,0
42045,Pennsylvania,2020-01-23,0
42045,Pennsylvania,2020-01-24,0
42045,Pennsylvania,2020-01-25,0
42045,Pennsylvania,2020-01-26,0
42045,Pennsylvania,2020-01-27,0
42045,Pennsylvania,2020-01-28,0
42045,Pennsylvania,2020-01-29,0
42045,Pennsylvania,2020-01-30,0
42045,Pennsylvania,2020-01-31,0
42045,Pennsylvania,2020-02-01,0
42045,Pennsylvania,2020-02-02,0
42045,Pennsylvania,2020-02-03,0
42045,Pennsylvania,2020-02-04,0
42045,Pennsylvania,2020-02-05,0
42045,Pennsylvania,2020-02-06,0
42045,Pennsylvania,2020-02-07,0
42045,Pennsylvania,2020-02-08,0
42045,Pennsylvania,2020-02-09,0
42045,Pennsylvania,2020-02-10,0
42045,Pennsylvania,2020-02-11,0
42045,Pennsylvania,2020-02-12,0
42045,Pennsylvania,2020-02-13,0
42045,Pennsylvania,2020-02-14,0
42045,Pennsylvania,2020-02-15,0
42045,Pennsylvania,2020-02-16,0
42045,Pennsylvania,2020-02-17,0
42045,Pennsylvania,2020-02-18,0
42045,Pennsylvania,2020-02-19,0
42045,Pennsylvania,2020-02-20,0
42045,Pennsylvania,2020-02-21,0
42045,Pennsylvania,2020-02-22,0
42045,Pennsylvania,2020-02-23,0
42045,Pennsylvania,2020-02-24,0
42045,Pennsylvania,2020-02-25,0
42045,Pennsylvania,2020-02-26,0
42045,Pennsylvania,2020-02-27,0
42045,Pennsylvania,2020-02-28,0
42045,Pennsylvania,2020-02-29,0
42045,Pennsylvania,2020-03-01,0
42045,Pennsylvania,2020-03-02,0
42045,Pennsylvania,2020-03-03,0
42045,Pennsylvania,2020-03-04,0
42045,Pennsylvania,2020-03-05,0
42045,Pennsylvania,2020-03-06,0
42045,Pennsylvania,2020-03-07,0
42045,Pennsylvania,2020-03-08,0
42045,Pennsylvania,2020-03-09,0
42045,Pennsylvania,2020-03-10,0
42045,Pennsylvania,2020-03-11,0
42045,Pennsylvania,2020-03-12,0
42045,Pennsylvania,2020-03-13,0
42045,Pennsylvania,2020-03-14,0
42045,Pennsylvania,2020-03-15,0
42045,Pennsylvania,2020-03-16,0
42045,Pennsylvania,2020-03-17,0
42045,Pennsylvania,2020-03-18,0
42045,Pennsylvania,2020-03-19,0
42045,Pennsylvania,2020-03-20,0
42045,Pennsylvania,2020-03-21,0
42045,Pennsylvania,2020-03-22,0
42045,Pennsylvania,2020-03-23,0
42045,Pennsylvania,2020-03-24,0
42045,Pennsylvania,2020-03-25,2
42045,Pennsylvania,2020-03-26,2
42045,Pennsylvania,2020-03-27,3
42045,Pennsylvania,2020-03-28,4
42045,Pennsylvania,2020-03-29,4
42045,Pennsylvania,2020-03-30,4
42045,Pennsylvania,2020-03-31,5
42045,Pennsylvania,2020-04-01,7
42045,Pennsylvania,2020-04-02,8
42045,Pennsylvania,2020-04-03,10
42045,Pennsylvania,2020-04-04,13
42045,Pennsylvania,2020-04-05,14
42045,Pennsylvania,2020-04-06,15
42045,Pennsylvania,2020-04-07,20
42045,Pennsylvania,2020-04-08,23
42045,Pennsylvania,2020-04-09,26
42045,Pennsylvania,2020-04-10,30
42045,Pennsylvania,2020-04-11,39
42045,Pennsylvania,2020-04-12,39
42045,Pennsylvania,2020-04-13,41
42045,Pennsylvania,2020-04-14,46
42045,Pennsylvania,2020-04-15,60
42045,Pennsylvania,2020-04-16,71
42045,Pennsylvania,2020-04-17,73
42045,Pennsylvania,2020-04-18,77
42045,Pennsylvania,2020-04-19,91
42045,Pennsylvania,2020-04-20,100
42045,Pennsylvania,2020-04-21,118
42045,Pennsylvania,2020-04-22,123
42045,Pennsylvania,2020-04-23,123
42045,Pennsylvania,2020-04-24,129
42045,Pennsylvania,2020-04-25,140
42045,Pennsylvania,2020-04-26,141
42045,Pennsylvania,2020-04-27,142
42045,Pennsylvania,2020-04-28,161
42045,Pennsylvania,2020-04-29,224
42045,Pennsylvania,2020-04-30,235
42045,Pennsylvania,2020-05-01,240
42045,Pennsylvania,2020-05-02,255
42045,Pennsylvania,2020-05-03,255
42045,Pennsylvania,2020-05-04,258
42045,Pennsylvania,2020-05-05,318
42045,Pennsylvania,2020-05-06,326
42045,Pennsylvania,2020-05-07,376
42045,Pennsylvania,2020-05-08,382
42045,Pennsylvania,2020-05-09,394
42045,Pennsylvania,2020-05-10,395
42045,Pennsylvania,2020-05-11,399
42045,Pennsylvania,2020-05-12,405
42045,Pennsylvania,2020-05-13,419
42045,Pennsylvania,2020-05-14,448
42045,Pennsylvania,2020-05-15,466
42045,Pennsylvania,2020-05-16,478
42045,Pennsylvania,2020-05-17,478
42045,Pennsylvania,2020-05-18,436
42045,Pennsylvania,2020-05-19,451
42045,Pennsylvania,2020-05-20,472
42045,Pennsylvania,2020-05-21,481
42045,Pennsylvania,2020-05-22,501
42045,Pennsylvania,2020-05-23,513
42045,Pennsylvania,2020-05-24,514
42045,Pennsylvania,2020-05-25,514
42045,Pennsylvania,2020-05-26,514
42045,Pennsylvania,2020-05-27,532
42045,Pennsylvania,2020-05-28,544
42045,Pennsylvania,2020-05-29,550
42045,Pennsylvania,2020-05-30,558
42045,Pennsylvania,2020-05-31,558
42045,Pennsylvania,2020-06-01,559
42045,Pennsylvania,2020-06-02,567
42045,Pennsylvania,2020-06-03,576
42045,Pennsylvania,2020-06-04,584
42045,Pennsylvania,2020-06-05,591
42045,Pennsylvania,2020-06-06,596
42045,Pennsylvania,2020-06-07,597
42045,Pennsylvania,2020-06-08,597
42045,Pennsylvania,2020-06-09,602
42045,Pennsylvania,2020-06-10,603
42045,Pennsylvania,2020-06-11,605
42045,Pennsylvania,2020-06-12,612
42045,Pennsylvania,2020-06-13,616
42045,Pennsylvania,2020-06-14,616
42045,Pennsylvania,2020-06-15,620
42045,Pennsylvania,2020-06-16,622
42045,Pennsylvania,2020-06-17,629
42047,Pennsylvania,2020-01-22,0
42047,Pennsylvania,2020-01-23,0
42047,Pennsylvania,2020-01-24,0
42047,Pennsylvania,2020-01-25,0
42047,Pennsylvania,2020-01-26,0
42047,Pennsylvania,2020-01-27,0
42047,Pennsylvania,2020-01-28,0
42047,Pennsylvania,2020-01-29,0
42047,Pennsylvania,2020-01-30,0
42047,Pennsylvania,2020-01-31,0
42047,Pennsylvania,2020-02-01,0
42047,Pennsylvania,2020-02-02,0
42047,Pennsylvania,2020-02-03,0
42047,Pennsylvania,2020-02-04,0
42047,Pennsylvania,2020-02-05,0
42047,Pennsylvania,2020-02-06,0
42047,Pennsylvania,2020-02-07,0
42047,Pennsylvania,2020-02-08,0
42047,Pennsylvania,2020-02-09,0
42047,Pennsylvania,2020-02-10,0
42047,Pennsylvania,2020-02-11,0
42047,Pennsylvania,2020-02-12,0
42047,Pennsylvania,2020-02-13,0
42047,Pennsylvania,2020-02-14,0
42047,Pennsylvania,2020-02-15,0
42047,Pennsylvania,2020-02-16,0
42047,Pennsylvania,2020-02-17,0
42047,Pennsylvania,2020-02-18,0
42047,Pennsylvania,2020-02-19,0
42047,Pennsylvania,2020-02-20,0
42047,Pennsylvania,2020-02-21,0
42047,Pennsylvania,2020-02-22,0
42047,Pennsylvania,2020-02-23,0
42047,Pennsylvania,2020-02-24,0
42047,Pennsylvania,2020-02-25,0
42047,Pennsylvania,2020-02-26,0
42047,Pennsylvania,2020-02-27,0
42047,Pennsylvania,2020-02-28,0
42047,Pennsylvania,2020-02-29,0
42047,Pennsylvania,2020-03-01,0
42047,Pennsylvania,2020-03-02,0
42047,Pennsylvania,2020-03-03,0
42047,Pennsylvania,2020-03-04,0
42047,Pennsylvania,2020-03-05,0
42047,Pennsylvania,2020-03-06,0
42047,Pennsylvania,2020-03-07,0
42047,Pennsylvania,2020-03-08,0
42047,Pennsylvania,2020-03-09,0
42047,Pennsylvania,2020-03-10,0
42047,Pennsylvania,2020-03-11,0
42047,Pennsylvania,2020-03-12,0
42047,Pennsylvania,2020-03-13,0
42047,Pennsylvania,2020-03-14,0
42047,Pennsylvania,2020-03-15,0
42047,Pennsylvania,2020-03-16,0
42047,Pennsylvania,2020-03-17,0
42047,Pennsylvania,2020-03-18,0
42047,Pennsylvania,2020-03-19,0
42047,Pennsylvania,2020-03-20,0
42047,Pennsylvania,2020-03-21,0
42047,Pennsylvania,2020-03-22,0
42047,Pennsylvania,2020-03-23,0
42047,Pennsylvania,2020-03-24,0
42047,Pennsylvania,2020-03-25,0
42047,Pennsylvania,2020-03-26,0
42047,Pennsylvania,2020-03-27,0
42047,Pennsylvania,2020-03-28,0
42047,Pennsylvania,2020-03-29,0
42047,Pennsylvania,2020-03-30,0
42047,Pennsylvania,2020-03-31,0
42047,Pennsylvania,2020-04-01,0
42047,Pennsylvania,2020-04-02,0
42047,Pennsylvania,2020-04-03,0
42047,Pennsylvania,2020-04-04,0
42047,Pennsylvania,2020-04-05,0
42047,Pennsylvania,2020-04-06,0
42047,Pennsylvania,2020-04-07,0
42047,Pennsylvania,2020-04-08,0
42047,Pennsylvania,2020-04-09,0
42047,Pennsylvania,2020-04-10,0
42047,Pennsylvania,2020-04-11,0
42047,Pennsylvania,2020-04-12,0
42047,Pennsylvania,2020-04-13,0
42047,Pennsylvania,2020-04-14,0
42047,Pennsylvania,2020-04-15,0
42047,Pennsylvania,2020-04-16,0
42047,Pennsylvania,2020-04-17,0
42047,Pennsylvania,2020-04-18,0
42047,Pennsylvania,2020-04-19,0
42047,Pennsylvania,2020-04-20,0
42047,Pennsylvania,2020-04-21,0
42047,Pennsylvania,2020-04-22,0
42047,Pennsylvania,2020-04-23,0
42047,Pennsylvania,2020-04-24,0
42047,Pennsylvania,2020-04-25,0
42047,Pennsylvania,2020-04-26,0
42047,Pennsylvania,2020-04-27,0
42047,Pennsylvania,2020-04-28,0
42047,Pennsylvania,2020-04-29,0
42047,Pennsylvania,2020-04-30,0
42047,Pennsylvania,2020-05-01,0
42047,Pennsylvania,2020-05-02,0
42047,Pennsylvania,2020-05-03,0
42047,Pennsylvania,2020-05-04,0
42047,Pennsylvania,2020-05-05,0
42047,Pennsylvania,2020-05-06,0
42047,Pennsylvania,2020-05-07,1
42047,Pennsylvania,2020-05-08,1
42047,Pennsylvania,2020-05-09,1
42047,Pennsylvania,2020-05-10,1
42047,Pennsylvania,2020-05-11,1
42047,Pennsylvania,2020-05-12,1
42047,Pennsylvania,2020-05-13,1
42047,Pennsylvania,2020-05-14,1
42047,Pennsylvania,2020-05-15,1
42047,Pennsylvania,2020-05-16,1
42047,Pennsylvania,2020-05-17,1
42047,Pennsylvania,2020-05-18,0
42047,Pennsylvania,2020-05-19,0
42047,Pennsylvania,2020-05-20,0
42047,Pennsylvania,2020-05-21,0
42047,Pennsylvania,2020-05-22,0
42047,Pennsylvania,2020-05-23,0
42047,Pennsylvania,2020-05-24,0
42047,Pennsylvania,2020-05-25,0
42047,Pennsylvania,2020-05-26,0
42047,Pennsylvania,2020-05-27,0
42047,Pennsylvania,2020-05-28,0
42047,Pennsylvania,2020-05-29,0
42047,Pennsylvania,2020-05-30,0
42047,Pennsylvania,2020-05-31,0
42047,Pennsylvania,2020-06-01,0
42047,Pennsylvania,2020-06-02,0
42047,Pennsylvania,2020-06-03,0
42047,Pennsylvania,2020-06-04,0
42047,Pennsylvania,2020-06-05,0
42047,Pennsylvania,2020-06-06,0
42047,Pennsylvania,2020-06-07,0
42047,Pennsylvania,2020-06-08,0
42047,Pennsylvania,2020-06-09,0
42047,Pennsylvania,2020-06-10,0
42047,Pennsylvania,2020-06-11,0
42047,Pennsylvania,2020-06-12,0
42047,Pennsylvania,2020-06-13,0
42047,Pennsylvania,2020-06-14,0
42047,Pennsylvania,2020-06-15,0
42047,Pennsylvania,2020-06-16,0
42047,Pennsylvania,2020-06-17,0
42049,Pennsylvania,2020-01-22,0
42049,Pennsylvania,2020-01-23,0
42049,Pennsylvania,2020-01-24,0
42049,Pennsylvania,2020-01-25,0
42049,Pennsylvania,2020-01-26,0
42049,Pennsylvania,2020-01-27,0
42049,Pennsylvania,2020-01-28,0
