geo_value,time_value,value,stderr,sample_size
42069,20200403,1.695872,,
42069,20200404,1.355177,,
42069,20200405,1.329509,,
42069,20200406,1.569151,,
42069,20200407,1.827863,,
42069,20200408,1.952298,,
42069,20200409,2.228783,,
42069,20200410,2.006202,,
42069,20200411,1.86379,,
42069,20200412,2.001889,,
42069,20200413,2.145189,,
42069,20200414,2.815107,,
42069,20200415,3.366434,,
42069,20200416,3.335426,,
42069,20200417,3.226721,,
42069,20200418,2.825665,,
42069,20200419,2.506748,,
42069,20200420,2.480681,,
42069,20200421,2.185547,,
42069,20200422,2.057361,,
42069,20200423,2.185158,,
42069,20200424,2.379879,,
42069,20200425,2.527722,,
42069,20200426,2.408611,,
42069,20200427,1.878892,,
42069,20200428,1.342054,,
42069,20200429,1.683023,,
42069,20200430,2.362913,,
42069,20200501,1.994321,,
42069,20200502,1.709383,,
42069,20200503,1.462467,,
42069,20200504,1.392967,,
42069,20200505,1.225737,,
42069,20200506,0.941189,,
42069,20200507,0.755699,,
42069,20200508,1.000293,,
42069,20200509,1.303127,,
42069,20200510,1.267262,,
42069,20200511,1.384823,,
42069,20200512,1.301849,,
42069,20200513,1.527263,,
42069,20200514,1.607823,,
42069,20200515,1.659857,,
42069,20200516,2.017577,,
42069,20200517,1.740193,,
42069,20200518,1.668724,,
42069,20200519,1.971752,,
42069,20200520,2.169452,,
42069,20200521,2.740902,,
42069,20200522,2.451532,,
42069,20200523,2.460602,,
42069,20200524,2.785426,,
42069,20200525,3.034625,,
42069,20200526,3.328798,,
42069,20200527,3.491237,,
42069,20200528,3.528183,,
42069,20200529,3.410736,,
42069,20200530,3.25132,,
42069,20200531,3.100846,,
42069,20200601,2.969855,,
42069,20200602,3.141799,,
42069,20200603,3.173228,,
42069,20200604,3.297807,,
42069,20200605,3.37371,,
42069,20200606,3.342834,,
42069,20200607,3.369373,,
42069,20200608,3.382511,,
42069,20200609,2.92819,,
42069,20200610,2.573875,,
42069,20200611,2.363776,,
42071,20200201,0.031418,,
42071,20200202,0.026615,,
42071,20200203,0.021634,,
42071,20200204,0.016739,,
42071,20200205,0.012161,,
42071,20200206,0.008084,,
42071,20200207,0.004632,,
42071,20200208,0.001863,,
42071,20200209,0.0,,
42071,20200210,0.0,,
42071,20200211,0.0,,
42071,20200212,0.0,,
42071,20200213,0.0,,
42071,20200214,0.0,,
42071,20200215,0.0,,
42071,20200216,0.0,,
42071,20200217,0.0,,
42071,20200218,0.0,,
42071,20200219,0.0,,
42071,20200220,0.0,,
42071,20200221,0.0,,
42071,20200222,0.0,,
42071,20200223,0.0,,
42071,20200224,0.0,,
42071,20200225,0.0,,
42071,20200226,0.056701,,
42071,20200227,0.128957,,
42071,20200228,0.111745,,
42071,20200229,0.093232,,
42071,20200301,0.074448,,
42071,20200302,0.056351,,
42071,20200303,0.039749,,
42071,20200304,0.025245,,
42071,20200305,0.013207,,
42071,20200306,0.003772,,
42071,20200307,0.0,,
42071,20200308,0.0,,
42071,20200309,0.0,,
42071,20200310,0.0,,
42071,20200311,0.0,,
42071,20200312,0.0,,
42071,20200313,0.0,,
42071,20200314,0.0,,
42071,20200315,0.0,,
42071,20200316,0.067442,,
42071,20200317,0.146252,,
42071,20200318,0.231292,,
42071,20200319,0.609703,,
42071,20200320,2.240868,,
42071,20200321,3.615697,,
42071,20200322,5.139076,,
42071,20200323,6.450181,,
42071,20200324,6.215479,,
42071,20200325,5.673596,,
42071,20200326,5.786677,,
42071,20200327,5.534388,,
42071,20200328,5.303371,,
42071,20200329,5.408532,,
42071,20200330,5.583633,,
42071,20200331,5.625778,,
42071,20200401,5.521693,,
42071,20200402,5.513455,,
42071,20200403,5.326908,,
42071,20200404,5.515665,,
42071,20200405,6.0946,,
42071,20200406,7.218795,,
42071,20200407,7.608328,,
42071,20200408,7.929833,,
42071,20200409,8.056858,,
42071,20200410,7.389344,,
42071,20200411,5.905132,,
42071,20200412,5.149316,,
42071,20200413,5.531186,,
42071,20200414,5.401381,,
42071,20200415,5.886426,,
42071,20200416,6.229686,,
42071,20200417,6.324685,,
42071,20200418,6.15523,,
42071,20200419,6.193227,,
42071,20200420,6.541293,,
42071,20200421,7.336454,,
42071,20200422,7.290897,,
42071,20200423,7.610861,,
42071,20200424,8.02247,,
42071,20200425,7.94905,,
42071,20200426,8.039826,,
42071,20200427,7.963789,,
42071,20200428,7.857694,,
42071,20200429,7.178404,,
42071,20200430,6.206564,,
42071,20200501,5.706974,,
42071,20200502,5.928073,,
42071,20200503,6.162312,,
42071,20200504,6.242315,,
42071,20200505,5.516299,,
42071,20200506,5.486886,,
42071,20200507,4.815602,,
42071,20200508,4.261136,,
42071,20200509,3.412158,,
42071,20200510,2.893683,,
42071,20200511,2.483577,,
42071,20200512,2.608019,,
42071,20200513,2.412673,,
42071,20200514,2.246903,,
42071,20200515,2.419983,,
42071,20200516,2.537981,,
42071,20200517,2.662358,,
42071,20200518,2.407968,,
42071,20200519,2.490347,,
42071,20200520,2.585627,,
42071,20200521,2.563998,,
42071,20200522,2.955519,,
42071,20200523,2.751887,,
42071,20200524,2.811588,,
42071,20200525,2.857159,,
42071,20200526,3.342165,,
42071,20200527,3.022261,,
42071,20200528,3.387242,,
42071,20200529,2.995785,,
42071,20200530,2.633534,,
42071,20200531,2.394355,,
42071,20200601,2.231981,,
42071,20200602,2.003318,,
42071,20200603,1.81658,,
42071,20200604,1.474261,,
42071,20200605,1.250131,,
42071,20200606,1.027372,,
42071,20200607,0.869742,,
42071,20200608,0.652278,,
42071,20200609,0.445291,,
42071,20200610,0.256121,,
42071,20200611,0.210863,,
42073,20200201,0.0,,
42073,20200202,0.0,,
42073,20200203,0.0,,
42073,20200204,0.0,,
42073,20200205,0.0,,
42073,20200206,0.0,,
42073,20200207,0.0,,
42073,20200208,0.0,,
42073,20200209,0.0,,
42073,20200210,0.0,,
42073,20200211,0.0,,
42073,20200212,0.0,,
42073,20200213,0.0,,
42073,20200214,0.0,,
42073,20200215,0.0,,
42073,20200216,0.0,,
42073,20200217,0.0,,
42073,20200218,0.083343,,
42073,20200219,0.0,,
42073,20200220,0.027198,,
42073,20200221,0.0,,
42073,20200222,0.0,,
42073,20200223,0.0,,
42073,20200224,0.0,,
42073,20200225,0.0,,
42073,20200226,0.0,,
42073,20200227,0.0,,
42073,20200228,0.0,,
42073,20200229,0.0,,
42073,20200301,0.0,,
42073,20200302,0.0,,
42073,20200303,0.0,,
42073,20200304,0.0,,
42073,20200305,0.0,,
42073,20200306,0.0,,
42073,20200307,0.0,,
42073,20200308,0.0,,
42073,20200309,0.0,,
42073,20200310,0.0,,
42073,20200311,0.0,,
42073,20200312,0.0,,
42073,20200313,0.0,,
42073,20200314,0.0,,
42073,20200315,0.001353,,
