geo_value,time_value,value,stderr,sample_size
42001,20200411,5.7284299858557,0.8745926518287,706
42001,20200412,6.1464690496949,0.70948929792222,1146
42001,20200413,6.7831753554502,0.61221805513359,1687
42001,20200414,6.4410058027079,0.48291796592305,2584
42001,20200415,5.9561580617248,0.40200736476598,3466
42001,20200416,5.8849821215733,0.40630837678423,3355
42001,20200417,5.9586938319844,0.39552329867158,3582
42001,20200418,5.4691023906179,0.34150420240134,4433
42001,20200419,5.5264357338195,0.34497998193078,4387
42001,20200420,5.8531265147843,0.3654979373089,4125
42001,20200421,5.7554736613917,0.34294458836983,4612
42001,20200422,5.4256594724221,0.32025629556559,5003
42001,20200423,5.6372549019608,0.35241962316675,4283
42001,20200424,5.6082937796653,0.36370037906085,4002
42001,20200425,5.5567590987868,0.33721770849784,4615
42001,20200426,5.5717407137655,0.35744009737852,4118
42001,20200427,5.7566684812194,0.38432661492844,3673
42001,20200428,5.7532281205165,0.39450268736014,3484
42001,20200429,5.6769230769231,0.40596690323512,3249
42001,20200430,5.6431005110732,0.47630942908189,2347
42001,20200501,5.6756756756757,0.51303283603643,2034
42001,20200502,5.9164733178654,0.50835301053238,2154
42001,20200503,5.4985023534446,0.47163403069535,2336
42001,20200504,5.751503006012,0.46620794195031,2494
42001,20200505,5.6883918241419,0.45494597633646,2592
42001,20200506,5.6037735849057,0.44686529509362,2649
42001,20200507,5.0543970988214,0.46651736185416,2205
42001,20200508,5.1076753175041,0.51747324088148,1810
42001,20200509,4.3855534709193,0.44359050148828,2131
42001,20200510,4.7933532168726,0.44105154447896,2346
42001,20200511,5.1765172550575,0.44134327541215,2520
42001,20200512,5.4719819481008,0.44113865610356,2658
42001,20200513,5.6537753222836,0.44332948302681,2714
42003,20200411,6.4190476190476,0.47846162809719,2624
42003,20200412,6.7767653758542,0.37939405244757,4389
42003,20200413,6.8740716289817,0.3250706051599,6058
42003,20200414,6.9494584837545,0.27897196105653,8309
42003,20200415,6.7587822014052,0.24298227567722,10674
42003,20200416,6.5377532228361,0.24337541411313,10316
42003,20200417,6.3136354561789,0.24300158576494,10017
42003,20200418,5.923419564845,0.21849211389215,11673
42003,20200419,5.8716911144832,0.21586442513372,11861
42003,20200420,5.8777645223456,0.22532981546881,10896
42003,20200421,5.7590051457976,0.21575606520617,11659
42003,20200422,5.6578747915719,0.20114429186591,13193
42003,20200423,5.6464811783961,0.21423444235377,11608
42003,20200424,5.4298007670003,0.21916956549819,10690
42003,20200425,5.2601711192596,0.2085963014638,11453
42003,20200426,5.0953864123029,0.21696195267098,10273
42003,20200427,4.9824858074647,0.23914546869531,8278
42003,20200428,5.0098369870714,0.2586209255727,7115
42003,20200429,4.8281223009155,0.28175990294191,5788
42003,20200430,4.6541057367829,0.35330462166171,3555
42003,20200501,5.256012412723,0.43958899507433,2577
42003,20200502,4.9686192468619,0.4058238175164,2867
42003,20200503,4.3108258928571,0.33930342256057,3583
42003,20200504,4.0522438044206,0.29466133374772,4478
42003,20200505,4.1737468139337,0.29149640625591,4707
42003,20200506,4.1482881747532,0.2890220117139,4760
42003,20200507,3.8999740865509,0.31168184170024,3858
42003,20200508,4.458703520895,0.37446046989798,3038
42003,20200509,4.5548387096774,0.3349913949906,3874
42003,20200510,4.1565063178896,0.297205792596,4510
42003,20200511,4.12360479537,0.28589484377485,4837
42003,20200512,4.2811943840222,0.28469351617204,5056
42003,20200513,3.9409368635438,0.27769777233279,4909
42007,20200411,7.7962577962578,0.70604883275187,1442
42007,20200412,7.3863636363636,0.53668691093167,2375
42007,20200413,7.6316572448676,0.45803784810073,3360
42007,20200414,7.9412908242613,0.37702463556844,5143
42007,20200415,7.6486207405222,0.32282151709613,6778
42007,20200416,7.4857056876317,0.322829565538,6645
42007,20200417,7.629407351838,0.32519568368846,6664
42007,20200418,7.4775112443778,0.29401926128444,8003
42007,20200419,7.3343953272269,0.30039056226407,7532
42007,20200420,7.7636234961076,0.31838896288157,7064
42007,20200421,7.4716433658665,0.30198282473429,7581
42007,20200422,7.1336459554513,0.27869932455977,8529
42007,20200423,7.0554210384719,0.29702392564647,7433
42007,20200424,6.869849389031,0.30152615179807,7037
42007,20200425,6.3253012048193,0.2755983538658,7801
42007,20200426,6.3950073421439,0.29650250264335,6809
42007,20200427,6.2248292768342,0.31973457363222,5710
42007,20200428,6.1935610522183,0.33775337565653,5093
42007,20200429,6.0320554472601,0.35042059768064,4616
42007,20200430,6.1666124308493,0.43400168843451,3072
42007,20200501,6.5353460972018,0.47432179405237,2715
42007,20200502,7.1679438058748,0.46100405681197,3131
42007,20200503,6.7977190876351,0.43612156402058,3331
42007,20200504,6.4529220779221,0.40419050039371,3695
42007,20200505,6.538762725137,0.3994516000961,3830
42007,20200506,6.3655298099453,0.39397579876009,3840
42007,20200507,6.454221934649,0.44203311268841,3090
42007,20200508,6.8971507991661,0.47243973332403,2877
42007,20200509,6.8549618320611,0.441614216154,3274
42007,20200510,6.6027545233594,0.40814210730031,3702
42007,20200511,6.5681233933162,0.3972365633045,3889
42007,20200512,5.8844940548411,0.36663721626447,4120
42007,20200513,5.776397515528,0.36777262757077,4024
42011,20200411,9.0932246561386,0.64909398589998,1962
42011,20200412,9.600915930651,0.53291957585709,3056
42011,20200413,9.2391304347826,0.45010844369615,4139
42011,20200414,8.638521532723,0.36583538151675,5897
42011,20200415,8.1302337207849,0.30555741517019,8000
42011,20200416,7.8783362687983,0.31359560129866,7380
42011,20200417,7.3785761809714,0.30158269224324,7514
42011,20200418,7.2043371339146,0.27338248111111,8945
