FIPS,Province_State,date,count
42027,Pennsylvania,2020-03-29,22
42027,Pennsylvania,2020-03-30,24
42027,Pennsylvania,2020-03-31,26
42027,Pennsylvania,2020-04-01,27
42027,Pennsylvania,2020-04-02,28
42027,Pennsylvania,2020-04-03,32
42027,Pennsylvania,2020-04-04,39
42027,Pennsylvania,2020-04-05,43
42027,Pennsylvania,2020-04-06,44
42027,Pennsylvania,2020-04-07,55
42027,Pennsylvania,2020-04-08,57
42027,Pennsylvania,2020-04-09,59
42027,Pennsylvania,2020-04-10,61
42027,Pennsylvania,2020-04-11,69
42027,Pennsylvania,2020-04-12,70
42027,Pennsylvania,2020-04-13,70
42027,Pennsylvania,2020-04-14,70
42027,Pennsylvania,2020-04-15,72
42027,Pennsylvania,2020-04-16,73
42027,Pennsylvania,2020-04-17,73
42027,Pennsylvania,2020-04-18,73
42027,Pennsylvania,2020-04-19,73
42027,Pennsylvania,2020-04-20,73
42027,Pennsylvania,2020-04-21,77
42027,Pennsylvania,2020-04-22,77
42027,Pennsylvania,2020-04-23,76
42027,Pennsylvania,2020-04-24,77
42027,Pennsylvania,2020-04-25,81
42027,Pennsylvania,2020-04-26,81
42027,Pennsylvania,2020-04-27,87
42027,Pennsylvania,2020-04-28,93
42027,Pennsylvania,2020-04-29,95
42027,Pennsylvania,2020-04-30,96
42027,Pennsylvania,2020-05-01,96
42027,Pennsylvania,2020-05-02,96
42027,Pennsylvania,2020-05-03,102
42027,Pennsylvania,2020-05-04,105
42027,Pennsylvania,2020-05-05,106
42027,Pennsylvania,2020-05-06,113
42027,Pennsylvania,2020-05-07,116
42027,Pennsylvania,2020-05-08,117
42027,Pennsylvania,2020-05-09,117
42027,Pennsylvania,2020-05-10,119
42027,Pennsylvania,2020-05-11,119
42027,Pennsylvania,2020-05-12,122
42027,Pennsylvania,2020-05-13,126
42027,Pennsylvania,2020-05-14,128
42027,Pennsylvania,2020-05-15,129
42027,Pennsylvania,2020-05-16,129
42027,Pennsylvania,2020-05-17,131
42027,Pennsylvania,2020-05-18,133
42027,Pennsylvania,2020-05-19,132
42027,Pennsylvania,2020-05-20,133
42027,Pennsylvania,2020-05-21,136
42027,Pennsylvania,2020-05-22,138
42027,Pennsylvania,2020-05-23,143
42027,Pennsylvania,2020-05-24,146
42027,Pennsylvania,2020-05-25,147
42027,Pennsylvania,2020-05-26,148
42027,Pennsylvania,2020-05-27,149
42027,Pennsylvania,2020-05-28,150
42027,Pennsylvania,2020-05-29,151
42027,Pennsylvania,2020-05-30,152
42027,Pennsylvania,2020-05-31,153
42027,Pennsylvania,2020-06-01,154
42027,Pennsylvania,2020-06-02,154
42027,Pennsylvania,2020-06-03,154
42027,Pennsylvania,2020-06-04,154
42027,Pennsylvania,2020-06-05,154
42027,Pennsylvania,2020-06-06,155
42027,Pennsylvania,2020-06-07,156
42027,Pennsylvania,2020-06-08,157
42027,Pennsylvania,2020-06-09,157
42027,Pennsylvania,2020-06-10,158
42027,Pennsylvania,2020-06-11,158
42027,Pennsylvania,2020-06-12,165
42027,Pennsylvania,2020-06-13,167
42027,Pennsylvania,2020-06-14,169
42029,Pennsylvania,2020-01-22,0
42029,Pennsylvania,2020-01-23,0
42029,Pennsylvania,2020-01-24,0
42029,Pennsylvania,2020-01-25,0
42029,Pennsylvania,2020-01-26,0
42029,Pennsylvania,2020-01-27,0
42029,Pennsylvania,2020-01-28,0
42029,Pennsylvania,2020-01-29,0
42029,Pennsylvania,2020-01-30,0
42029,Pennsylvania,2020-01-31,0
42029,Pennsylvania,2020-02-01,0
42029,Pennsylvania,2020-02-02,0
42029,Pennsylvania,2020-02-03,0
42029,Pennsylvania,2020-02-04,0
42029,Pennsylvania,2020-02-05,0
42029,Pennsylvania,2020-02-06,0
42029,Pennsylvania,2020-02-07,0
42029,Pennsylvania,2020-02-08,0
42029,Pennsylvania,2020-02-09,0
42029,Pennsylvania,2020-02-10,0
42029,Pennsylvania,2020-02-11,0
42029,Pennsylvania,2020-02-12,0
42029,Pennsylvania,2020-02-13,0
42029,Pennsylvania,2020-02-14,0
42029,Pennsylvania,2020-02-15,0
42029,Pennsylvania,2020-02-16,0
42029,Pennsylvania,2020-02-17,0
42029,Pennsylvania,2020-02-18,0
42029,Pennsylvania,2020-02-19,0
42029,Pennsylvania,2020-02-20,0
42029,Pennsylvania,2020-02-21,0
42029,Pennsylvania,2020-02-22,0
42029,Pennsylvania,2020-02-23,0
42029,Pennsylvania,2020-02-24,0
42029,Pennsylvania,2020-02-25,0
42029,Pennsylvania,2020-02-26,0
42029,Pennsylvania,2020-02-27,0
42029,Pennsylvania,2020-02-28,0
42029,Pennsylvania,2020-02-29,0
42029,Pennsylvania,2020-03-01,0
42029,Pennsylvania,2020-03-02,0
42029,Pennsylvania,2020-03-03,0
42029,Pennsylvania,2020-03-04,0
42029,Pennsylvania,2020-03-05,0
42029,Pennsylvania,2020-03-06,0
42029,Pennsylvania,2020-03-07,0
42029,Pennsylvania,2020-03-08,0
42029,Pennsylvania,2020-03-09,0
42029,Pennsylvania,2020-03-10,0
42029,Pennsylvania,2020-03-11,0
42029,Pennsylvania,2020-03-12,0
42029,Pennsylvania,2020-03-13,1
42029,Pennsylvania,2020-03-14,2
42029,Pennsylvania,2020-03-15,2
42029,Pennsylvania,2020-03-16,2
42029,Pennsylvania,2020-03-17,6
42029,Pennsylvania,2020-03-18,9
42029,Pennsylvania,2020-03-19,10
42029,Pennsylvania,2020-03-20,17
42029,Pennsylvania,2020-03-21,19
42029,Pennsylvania,2020-03-22,23
42029,Pennsylvania,2020-03-23,40
42029,Pennsylvania,2020-03-24,40
42029,Pennsylvania,2020-03-25,54
42029,Pennsylvania,2020-03-26,84
42029,Pennsylvania,2020-03-27,107
42029,Pennsylvania,2020-03-28,116
42029,Pennsylvania,2020-03-29,137
42029,Pennsylvania,2020-03-30,146
42029,Pennsylvania,2020-03-31,159
42029,Pennsylvania,2020-04-01,183
42029,Pennsylvania,2020-04-02,210
42029,Pennsylvania,2020-04-03,226
42029,Pennsylvania,2020-04-04,250
42029,Pennsylvania,2020-04-05,269
42029,Pennsylvania,2020-04-06,307
42029,Pennsylvania,2020-04-07,335
42029,Pennsylvania,2020-04-08,373
42029,Pennsylvania,2020-04-09,425
42029,Pennsylvania,2020-04-10,485
42029,Pennsylvania,2020-04-11,532
42029,Pennsylvania,2020-04-12,562
42029,Pennsylvania,2020-04-13,593
42029,Pennsylvania,2020-04-14,636
42029,Pennsylvania,2020-04-15,675
42029,Pennsylvania,2020-04-16,722
42029,Pennsylvania,2020-04-17,739
42029,Pennsylvania,2020-04-18,796
42029,Pennsylvania,2020-04-19,877
42029,Pennsylvania,2020-04-20,915
42029,Pennsylvania,2020-04-21,943
42029,Pennsylvania,2020-04-22,950
42029,Pennsylvania,2020-04-23,989
42029,Pennsylvania,2020-04-24,1064
42029,Pennsylvania,2020-04-25,1134
42029,Pennsylvania,2020-04-26,1177
42029,Pennsylvania,2020-04-27,1214
42029,Pennsylvania,2020-04-28,1256
42029,Pennsylvania,2020-04-29,1304
42029,Pennsylvania,2020-04-30,1375
42029,Pennsylvania,2020-05-01,1432
42029,Pennsylvania,2020-05-02,1469
42029,Pennsylvania,2020-05-03,1502
42029,Pennsylvania,2020-05-04,1560
42029,Pennsylvania,2020-05-05,1601
42029,Pennsylvania,2020-05-06,1636
42029,Pennsylvania,2020-05-07,1673
42029,Pennsylvania,2020-05-08,1728
42029,Pennsylvania,2020-05-09,1774
42029,Pennsylvania,2020-05-10,1865
42029,Pennsylvania,2020-05-11,1884
42029,Pennsylvania,2020-05-12,1929
42029,Pennsylvania,2020-05-13,1955
42029,Pennsylvania,2020-05-14,2008
42029,Pennsylvania,2020-05-15,2060
42029,Pennsylvania,2020-05-16,2100
42029,Pennsylvania,2020-05-17,2118
42029,Pennsylvania,2020-05-18,2153
42029,Pennsylvania,2020-05-19,2199
42029,Pennsylvania,2020-05-20,2217
42029,Pennsylvania,2020-05-21,2267
42029,Pennsylvania,2020-05-22,2320
42029,Pennsylvania,2020-05-23,2364
42029,Pennsylvania,2020-05-24,2390
42029,Pennsylvania,2020-05-25,2428
42029,Pennsylvania,2020-05-26,2454
42029,Pennsylvania,2020-05-27,2504
42029,Pennsylvania,2020-05-28,2555
42029,Pennsylvania,2020-05-29,2607
42029,Pennsylvania,2020-05-30,2669
42029,Pennsylvania,2020-05-31,2729
42029,Pennsylvania,2020-06-01,2784
42029,Pennsylvania,2020-06-02,2823
42029,Pennsylvania,2020-06-03,2863
42029,Pennsylvania,2020-06-04,2902
42029,Pennsylvania,2020-06-05,2959
42029,Pennsylvania,2020-06-06,3014
42029,Pennsylvania,2020-06-07,3053
42029,Pennsylvania,2020-06-08,3102
42029,Pennsylvania,2020-06-09,3134
42029,Pennsylvania,2020-06-10,3161
42029,Pennsylvania,2020-06-11,3189
42029,Pennsylvania,2020-06-12,3247
42029,Pennsylvania,2020-06-13,3269
42029,Pennsylvania,2020-06-14,3295
42031,Pennsylvania,2020-01-22,0
42031,Pennsylvania,2020-01-23,0
42031,Pennsylvania,2020-01-24,0
42031,Pennsylvania,2020-01-25,0
42031,Pennsylvania,2020-01-26,0
42031,Pennsylvania,2020-01-27,0
42031,Pennsylvania,2020-01-28,0
42031,Pennsylvania,2020-01-29,0
42031,Pennsylvania,2020-01-30,0
42031,Pennsylvania,2020-01-31,0
42031,Pennsylvania,2020-02-01,0
42031,Pennsylvania,2020-02-02,0
42031,Pennsylvania,2020-02-03,0
42031,Pennsylvania,2020-02-04,0
42031,Pennsylvania,2020-02-05,0
42031,Pennsylvania,2020-02-06,0
42031,Pennsylvania,2020-02-07,0
42031,Pennsylvania,2020-02-08,0
42031,Pennsylvania,2020-02-09,0
42031,Pennsylvania,2020-02-10,0
42031,Pennsylvania,2020-02-11,0
42031,Pennsylvania,2020-02-12,0
42031,Pennsylvania,2020-02-13,0
42031,Pennsylvania,2020-02-14,0
42031,Pennsylvania,2020-02-15,0
42031,Pennsylvania,2020-02-16,0
42031,Pennsylvania,2020-02-17,0
42031,Pennsylvania,2020-02-18,0
42031,Pennsylvania,2020-02-19,0
42031,Pennsylvania,2020-02-20,0
42031,Pennsylvania,2020-02-21,0
42031,Pennsylvania,2020-02-22,0
42031,Pennsylvania,2020-02-23,0
42031,Pennsylvania,2020-02-24,0
42031,Pennsylvania,2020-02-25,0
42031,Pennsylvania,2020-02-26,0
42031,Pennsylvania,2020-02-27,0
42031,Pennsylvania,2020-02-28,0
42031,Pennsylvania,2020-02-29,0
42031,Pennsylvania,2020-03-01,0
42031,Pennsylvania,2020-03-02,0
42031,Pennsylvania,2020-03-03,0
42031,Pennsylvania,2020-03-04,0
42031,Pennsylvania,2020-03-05,0
42031,Pennsylvania,2020-03-06,0
42031,Pennsylvania,2020-03-07,0
42031,Pennsylvania,2020-03-08,0
42031,Pennsylvania,2020-03-09,0
42031,Pennsylvania,2020-03-10,0
42031,Pennsylvania,2020-03-11,0
42031,Pennsylvania,2020-03-12,0
42031,Pennsylvania,2020-03-13,0
42031,Pennsylvania,2020-03-14,0
42031,Pennsylvania,2020-03-15,0
42031,Pennsylvania,2020-03-16,0
42031,Pennsylvania,2020-03-17,0
42031,Pennsylvania,2020-03-18,0
42031,Pennsylvania,2020-03-19,0
42031,Pennsylvania,2020-03-20,0
42031,Pennsylvania,2020-03-21,0
42031,Pennsylvania,2020-03-22,0
42031,Pennsylvania,2020-03-23,0
42031,Pennsylvania,2020-03-24,0
42031,Pennsylvania,2020-03-25,0
42031,Pennsylvania,2020-03-26,0
42031,Pennsylvania,2020-03-27,0
42031,Pennsylvania,2020-03-28,1
42031,Pennsylvania,2020-03-29,1
42031,Pennsylvania,2020-03-30,1
42031,Pennsylvania,2020-03-31,3
42031,Pennsylvania,2020-04-01,4
42031,Pennsylvania,2020-04-02,4
42031,Pennsylvania,2020-04-03,4
42031,Pennsylvania,2020-04-04,4
42031,Pennsylvania,2020-04-05,5
42031,Pennsylvania,2020-04-06,6
42031,Pennsylvania,2020-04-07,9
42031,Pennsylvania,2020-04-08,8
42031,Pennsylvania,2020-04-09,8
42031,Pennsylvania,2020-04-10,10
42031,Pennsylvania,2020-04-11,15
42031,Pennsylvania,2020-04-12,15
42031,Pennsylvania,2020-04-13,16
42031,Pennsylvania,2020-04-14,16
42031,Pennsylvania,2020-04-15,16
42031,Pennsylvania,2020-04-16,17
42031,Pennsylvania,2020-04-17,18
42031,Pennsylvania,2020-04-18,18
42031,Pennsylvania,2020-04-19,18
42031,Pennsylvania,2020-04-20,18
42031,Pennsylvania,2020-04-21,18
42031,Pennsylvania,2020-04-22,19
42031,Pennsylvania,2020-04-23,20
42031,Pennsylvania,2020-04-24,22
42031,Pennsylvania,2020-04-25,22
42031,Pennsylvania,2020-04-26,22
42031,Pennsylvania,2020-04-27,22
42031,Pennsylvania,2020-04-28,23
42031,Pennsylvania,2020-04-29,23
42031,Pennsylvania,2020-04-30,23
42031,Pennsylvania,2020-05-01,23
42031,Pennsylvania,2020-05-02,23
42031,Pennsylvania,2020-05-03,23
42031,Pennsylvania,2020-05-04,23
42031,Pennsylvania,2020-05-05,23
42031,Pennsylvania,2020-05-06,23
42031,Pennsylvania,2020-05-07,23
42031,Pennsylvania,2020-05-08,23
42031,Pennsylvania,2020-05-09,23
42031,Pennsylvania,2020-05-10,23
42031,Pennsylvania,2020-05-11,23
42031,Pennsylvania,2020-05-12,23
42031,Pennsylvania,2020-05-13,24
42031,Pennsylvania,2020-05-14,24
42031,Pennsylvania,2020-05-15,24
42031,Pennsylvania,2020-05-16,24
42031,Pennsylvania,2020-05-17,24
42031,Pennsylvania,2020-05-18,24
42031,Pennsylvania,2020-05-19,24
42031,Pennsylvania,2020-05-20,25
42031,Pennsylvania,2020-05-21,25
42031,Pennsylvania,2020-05-22,25
42031,Pennsylvania,2020-05-23,28
42031,Pennsylvania,2020-05-24,29
42031,Pennsylvania,2020-05-25,29
42031,Pennsylvania,2020-05-26,29
42031,Pennsylvania,2020-05-27,29
42031,Pennsylvania,2020-05-28,25
42031,Pennsylvania,2020-05-29,26
42031,Pennsylvania,2020-05-30,27
42031,Pennsylvania,2020-05-31,27
42031,Pennsylvania,2020-06-01,27
42031,Pennsylvania,2020-06-02,27
42031,Pennsylvania,2020-06-03,27
42031,Pennsylvania,2020-06-04,27
42031,Pennsylvania,2020-06-05,27
42031,Pennsylvania,2020-06-06,27
42031,Pennsylvania,2020-06-07,27
42031,Pennsylvania,2020-06-08,27
42031,Pennsylvania,2020-06-09,29
42031,Pennsylvania,2020-06-10,30
42031,Pennsylvania,2020-06-11,30
42031,Pennsylvania,2020-06-12,30
42031,Pennsylvania,2020-06-13,31
42031,Pennsylvania,2020-06-14,31
42033,Pennsylvania,2020-01-22,0
42033,Pennsylvania,2020-01-23,0
42033,Pennsylvania,2020-01-24,0
42033,Pennsylvania,2020-01-25,0
42033,Pennsylvania,2020-01-26,0
42033,Pennsylvania,2020-01-27,0
42033,Pennsylvania,2020-01-28,0
42033,Pennsylvania,2020-01-29,0
42033,Pennsylvania,2020-01-30,0
42033,Pennsylvania,2020-01-31,0
42033,Pennsylvania,2020-02-01,0
42033,Pennsylvania,2020-02-02,0
42033,Pennsylvania,2020-02-03,0
42033,Pennsylvania,2020-02-04,0
42033,Pennsylvania,2020-02-05,0
42033,Pennsylvania,2020-02-06,0
42033,Pennsylvania,2020-02-07,0
42033,Pennsylvania,2020-02-08,0
42033,Pennsylvania,2020-02-09,0
42033,Pennsylvania,2020-02-10,0
42033,Pennsylvania,2020-02-11,0
42033,Pennsylvania,2020-02-12,0
42033,Pennsylvania,2020-02-13,0
42033,Pennsylvania,2020-02-14,0
42033,Pennsylvania,2020-02-15,0
42033,Pennsylvania,2020-02-16,0
42033,Pennsylvania,2020-02-17,0
42033,Pennsylvania,2020-02-18,0
42033,Pennsylvania,2020-02-19,0
42033,Pennsylvania,2020-02-20,0
42033,Pennsylvania,2020-02-21,0
42033,Pennsylvania,2020-02-22,0
42033,Pennsylvania,2020-02-23,0
42033,Pennsylvania,2020-02-24,0
42033,Pennsylvania,2020-02-25,0
42033,Pennsylvania,2020-02-26,0
42033,Pennsylvania,2020-02-27,0
42033,Pennsylvania,2020-02-28,0
42033,Pennsylvania,2020-02-29,0
42033,Pennsylvania,2020-03-01,0
42033,Pennsylvania,2020-03-02,0
42033,Pennsylvania,2020-03-03,0
42033,Pennsylvania,2020-03-04,0
42033,Pennsylvania,2020-03-05,0
42033,Pennsylvania,2020-03-06,0
42033,Pennsylvania,2020-03-07,0
42033,Pennsylvania,2020-03-08,0
42033,Pennsylvania,2020-03-09,0
42033,Pennsylvania,2020-03-10,0
42033,Pennsylvania,2020-03-11,0
42033,Pennsylvania,2020-03-12,0
42033,Pennsylvania,2020-03-13,0
42033,Pennsylvania,2020-03-14,0
42033,Pennsylvania,2020-03-15,0
42033,Pennsylvania,2020-03-16,0
42033,Pennsylvania,2020-03-17,0
42033,Pennsylvania,2020-03-18,0
42033,Pennsylvania,2020-03-19,0
42033,Pennsylvania,2020-03-20,0
42033,Pennsylvania,2020-03-21,0
42033,Pennsylvania,2020-03-22,0
42033,Pennsylvania,2020-03-23,0
42033,Pennsylvania,2020-03-24,1
42033,Pennsylvania,2020-03-25,2
42033,Pennsylvania,2020-03-26,2
42033,Pennsylvania,2020-03-27,2
42033,Pennsylvania,2020-03-28,2
42033,Pennsylvania,2020-03-29,2
42033,Pennsylvania,2020-03-30,4
42033,Pennsylvania,2020-03-31,4
42033,Pennsylvania,2020-04-01,4
42033,Pennsylvania,2020-04-02,4
42033,Pennsylvania,2020-04-03,5
42033,Pennsylvania,2020-04-04,7
42033,Pennsylvania,2020-04-05,7
42033,Pennsylvania,2020-04-06,7
42033,Pennsylvania,2020-04-07,7
42033,Pennsylvania,2020-04-08,7
42033,Pennsylvania,2020-04-09,7
42033,Pennsylvania,2020-04-10,8
42033,Pennsylvania,2020-04-11,9
42033,Pennsylvania,2020-04-12,9
42033,Pennsylvania,2020-04-13,9
42033,Pennsylvania,2020-04-14,9
42033,Pennsylvania,2020-04-15,9
42033,Pennsylvania,2020-04-16,9
42033,Pennsylvania,2020-04-17,9
42033,Pennsylvania,2020-04-18,9
42033,Pennsylvania,2020-04-19,11
42033,Pennsylvania,2020-04-20,11
42033,Pennsylvania,2020-04-21,11
42033,Pennsylvania,2020-04-22,11
42033,Pennsylvania,2020-04-23,11
42033,Pennsylvania,2020-04-24,11
42033,Pennsylvania,2020-04-25,11
42033,Pennsylvania,2020-04-26,11
42033,Pennsylvania,2020-04-27,11
42033,Pennsylvania,2020-04-28,11
42033,Pennsylvania,2020-04-29,14
42033,Pennsylvania,2020-04-30,16
42033,Pennsylvania,2020-05-01,16
42033,Pennsylvania,2020-05-02,16
42033,Pennsylvania,2020-05-03,21
42033,Pennsylvania,2020-05-04,21
42033,Pennsylvania,2020-05-05,21
42033,Pennsylvania,2020-05-06,21
42033,Pennsylvania,2020-05-07,22
42033,Pennsylvania,2020-05-08,24
42033,Pennsylvania,2020-05-09,24
42033,Pennsylvania,2020-05-10,25
42033,Pennsylvania,2020-05-11,25
42033,Pennsylvania,2020-05-12,30
42033,Pennsylvania,2020-05-13,31
42033,Pennsylvania,2020-05-14,33
42033,Pennsylvania,2020-05-15,33
42033,Pennsylvania,2020-05-16,33
42033,Pennsylvania,2020-05-17,33
42033,Pennsylvania,2020-05-18,33
42033,Pennsylvania,2020-05-19,33
42033,Pennsylvania,2020-05-20,33
42033,Pennsylvania,2020-05-21,33
42033,Pennsylvania,2020-05-22,33
42033,Pennsylvania,2020-05-23,34
42033,Pennsylvania,2020-05-24,34
42033,Pennsylvania,2020-05-25,34
42033,Pennsylvania,2020-05-26,37
42033,Pennsylvania,2020-05-27,37
42033,Pennsylvania,2020-05-28,37
42033,Pennsylvania,2020-05-29,38
42033,Pennsylvania,2020-05-30,39
42033,Pennsylvania,2020-05-31,39
42033,Pennsylvania,2020-06-01,40
42033,Pennsylvania,2020-06-02,42
42033,Pennsylvania,2020-06-03,42
42033,Pennsylvania,2020-06-04,42
42033,Pennsylvania,2020-06-05,43
42033,Pennsylvania,2020-06-06,44
42033,Pennsylvania,2020-06-07,44
42033,Pennsylvania,2020-06-08,44
42033,Pennsylvania,2020-06-09,48
42033,Pennsylvania,2020-06-10,48
42033,Pennsylvania,2020-06-11,49
42033,Pennsylvania,2020-06-12,50
42033,Pennsylvania,2020-06-13,52
42033,Pennsylvania,2020-06-14,55
42035,Pennsylvania,2020-01-22,0
42035,Pennsylvania,2020-01-23,0
42035,Pennsylvania,2020-01-24,0
42035,Pennsylvania,2020-01-25,0
42035,Pennsylvania,2020-01-26,0
42035,Pennsylvania,2020-01-27,0
42035,Pennsylvania,2020-01-28,0
42035,Pennsylvania,2020-01-29,0
42035,Pennsylvania,2020-01-30,0
42035,Pennsylvania,2020-01-31,0
42035,Pennsylvania,2020-02-01,0
42035,Pennsylvania,2020-02-02,0
42035,Pennsylvania,2020-02-03,0
42035,Pennsylvania,2020-02-04,0
42035,Pennsylvania,2020-02-05,0
42035,Pennsylvania,2020-02-06,0
42035,Pennsylvania,2020-02-07,0
42035,Pennsylvania,2020-02-08,0
42035,Pennsylvania,2020-02-09,0
42035,Pennsylvania,2020-02-10,0
42035,Pennsylvania,2020-02-11,0
42035,Pennsylvania,2020-02-12,0
42035,Pennsylvania,2020-02-13,0
42035,Pennsylvania,2020-02-14,0
42035,Pennsylvania,2020-02-15,0
42035,Pennsylvania,2020-02-16,0
42035,Pennsylvania,2020-02-17,0
42035,Pennsylvania,2020-02-18,0
42035,Pennsylvania,2020-02-19,0
42035,Pennsylvania,2020-02-20,0
42035,Pennsylvania,2020-02-21,0
42035,Pennsylvania,2020-02-22,0
42035,Pennsylvania,2020-02-23,0
42035,Pennsylvania,2020-02-24,0
42035,Pennsylvania,2020-02-25,0
42035,Pennsylvania,2020-02-26,0
42035,Pennsylvania,2020-02-27,0
42035,Pennsylvania,2020-02-28,0
42035,Pennsylvania,2020-02-29,0
42035,Pennsylvania,2020-03-01,0
42035,Pennsylvania,2020-03-02,0
42035,Pennsylvania,2020-03-03,0
42035,Pennsylvania,2020-03-04,0
42035,Pennsylvania,2020-03-05,0
42035,Pennsylvania,2020-03-06,0
42035,Pennsylvania,2020-03-07,0
42035,Pennsylvania,2020-03-08,0
42035,Pennsylvania,2020-03-09,0
42035,Pennsylvania,2020-03-10,0
42035,Pennsylvania,2020-03-11,0
42035,Pennsylvania,2020-03-12,0
42035,Pennsylvania,2020-03-13,0
42035,Pennsylvania,2020-03-14,0
42035,Pennsylvania,2020-03-15,0
42035,Pennsylvania,2020-03-16,0
42035,Pennsylvania,2020-03-17,0
42035,Pennsylvania,2020-03-18,0
42035,Pennsylvania,2020-03-19,0
42035,Pennsylvania,2020-03-20,0
42035,Pennsylvania,2020-03-21,0
42035,Pennsylvania,2020-03-22,0
42035,Pennsylvania,2020-03-23,0
42035,Pennsylvania,2020-03-24,0
42035,Pennsylvania,2020-03-25,0
42035,Pennsylvania,2020-03-26,0
42035,Pennsylvania,2020-03-27,0
42035,Pennsylvania,2020-03-28,0
42035,Pennsylvania,2020-03-29,0
42035,Pennsylvania,2020-03-30,0
42035,Pennsylvania,2020-03-31,0
42035,Pennsylvania,2020-04-01,0
42035,Pennsylvania,2020-04-02,0
42035,Pennsylvania,2020-04-03,1
42035,Pennsylvania,2020-04-04,1
42035,Pennsylvania,2020-04-05,1
42035,Pennsylvania,2020-04-06,3
42035,Pennsylvania,2020-04-07,3
42035,Pennsylvania,2020-04-08,3
42035,Pennsylvania,2020-04-09,4
42035,Pennsylvania,2020-04-10,6
42035,Pennsylvania,2020-04-11,7
42035,Pennsylvania,2020-04-12,8
42035,Pennsylvania,2020-04-13,8
42035,Pennsylvania,2020-04-14,8
42035,Pennsylvania,2020-04-15,8
42035,Pennsylvania,2020-04-16,8
42035,Pennsylvania,2020-04-17,10
42035,Pennsylvania,2020-04-18,11
42035,Pennsylvania,2020-04-19,11
42035,Pennsylvania,2020-04-20,11
42035,Pennsylvania,2020-04-21,11
42035,Pennsylvania,2020-04-22,13
42035,Pennsylvania,2020-04-23,14
42035,Pennsylvania,2020-04-24,17
42035,Pennsylvania,2020-04-25,18
42035,Pennsylvania,2020-04-26,21
42035,Pennsylvania,2020-04-27,25
42035,Pennsylvania,2020-04-28,29
42035,Pennsylvania,2020-04-29,30
42035,Pennsylvania,2020-04-30,31
42035,Pennsylvania,2020-05-01,32
42035,Pennsylvania,2020-05-02,34
42035,Pennsylvania,2020-05-03,32
42035,Pennsylvania,2020-05-04,33
42035,Pennsylvania,2020-05-05,33
42035,Pennsylvania,2020-05-06,34
42035,Pennsylvania,2020-05-07,35
42035,Pennsylvania,2020-05-08,37
42035,Pennsylvania,2020-05-09,41
42035,Pennsylvania,2020-05-10,41
42035,Pennsylvania,2020-05-11,41
42035,Pennsylvania,2020-05-12,41
42035,Pennsylvania,2020-05-13,41
42035,Pennsylvania,2020-05-14,43
42035,Pennsylvania,2020-05-15,43
42035,Pennsylvania,2020-05-16,43
42035,Pennsylvania,2020-05-17,44
42035,Pennsylvania,2020-05-18,44
42035,Pennsylvania,2020-05-19,45
42035,Pennsylvania,2020-05-20,45
42035,Pennsylvania,2020-05-21,48
42035,Pennsylvania,2020-05-22,48
42035,Pennsylvania,2020-05-23,49
42035,Pennsylvania,2020-05-24,50
42035,Pennsylvania,2020-05-25,51
42035,Pennsylvania,2020-05-26,54
42035,Pennsylvania,2020-05-27,54
42035,Pennsylvania,2020-05-28,55
42035,Pennsylvania,2020-05-29,55
42035,Pennsylvania,2020-05-30,56
42035,Pennsylvania,2020-05-31,56
42035,Pennsylvania,2020-06-01,57
42035,Pennsylvania,2020-06-02,60
42035,Pennsylvania,2020-06-03,60
42035,Pennsylvania,2020-06-04,60
42035,Pennsylvania,2020-06-05,60
42035,Pennsylvania,2020-06-06,60
42035,Pennsylvania,2020-06-07,60
42035,Pennsylvania,2020-06-08,61
42035,Pennsylvania,2020-06-09,61
42035,Pennsylvania,2020-06-10,62
42035,Pennsylvania,2020-06-11,61
42035,Pennsylvania,2020-06-12,61
42035,Pennsylvania,2020-06-13,63
42035,Pennsylvania,2020-06-14,63
42037,Pennsylvania,2020-01-22,0
42037,Pennsylvania,2020-01-23,0
42037,Pennsylvania,2020-01-24,0
42037,Pennsylvania,2020-01-25,0
42037,Pennsylvania,2020-01-26,0
42037,Pennsylvania,2020-01-27,0
42037,Pennsylvania,2020-01-28,0
42037,Pennsylvania,2020-01-29,0
42037,Pennsylvania,2020-01-30,0
42037,Pennsylvania,2020-01-31,0
42037,Pennsylvania,2020-02-01,0
42037,Pennsylvania,2020-02-02,0
42037,Pennsylvania,2020-02-03,0
42037,Pennsylvania,2020-02-04,0
42037,Pennsylvania,2020-02-05,0
42037,Pennsylvania,2020-02-06,0
42037,Pennsylvania,2020-02-07,0
42037,Pennsylvania,2020-02-08,0
42037,Pennsylvania,2020-02-09,0
42037,Pennsylvania,2020-02-10,0
42037,Pennsylvania,2020-02-11,0
42037,Pennsylvania,2020-02-12,0
42037,Pennsylvania,2020-02-13,0
42037,Pennsylvania,2020-02-14,0
42037,Pennsylvania,2020-02-15,0
42037,Pennsylvania,2020-02-16,0
42037,Pennsylvania,2020-02-17,0
42037,Pennsylvania,2020-02-18,0
42037,Pennsylvania,2020-02-19,0
42037,Pennsylvania,2020-02-20,0
42037,Pennsylvania,2020-02-21,0
42037,Pennsylvania,2020-02-22,0
42037,Pennsylvania,2020-02-23,0
42037,Pennsylvania,2020-02-24,0
42037,Pennsylvania,2020-02-25,0
42037,Pennsylvania,2020-02-26,0
42037,Pennsylvania,2020-02-27,0
42037,Pennsylvania,2020-02-28,0
